d1,d2,type
DB01221,DB00976,46
DB00203,DB06702,76
DB00681,DB00695,48
DB00620,DB01252,69
DB00335,DB00790,48
DB00641,DB05381,72
DB00333,DB09074,46
DB01223,DB00705,46
DB09286,DB00275,48
DB01008,DB09074,46
DB06016,DB01235,69
DB00238,DB09238,46
DB00959,DB08804,73
DB01009,DB00224,46
DB06700,DB06016,48
DB06711,DB01359,24
DB00690,DB01086,48
DB01590,DB00696,72
DB06016,DB00477,46
DB00474,DB09230,3
DB00641,DB08896,72
DB00945,DB03585,48
DB00384,DB04920,48
DB00806,DB03619,48
DB00477,DB06788,19
DB08918,DB00035,48
DB01235,DB00333,46
DB01235,DB00780,48
DB00477,DB00035,48
DB00264,DB00553,72
DB00391,DB06016,35
DB00418,DB00384,59
DB00652,DB01580,48
DB01357,DB00196,46
DB00444,DB00224,46
DB00919,DB13783,71
DB00790,DB01283,48
DB01551,DB00835,48
DB00883,DB01254,72
DB00292,DB08807,24
DB00363,DB01129,46
DB06772,DB05265,48
DB00323,DB06700,48
DB01351,DB08918,48
DB00477,DB01623,19
DB00839,DB01359,8
DB00275,DB00335,48
DB01045,DB05109,74
DB06626,DB08873,72
DB00960,DB09215,36
DB00364,DB02300,72
DB01351,DB01580,48
DB00744,DB00223,48
DB01100,DB08871,19
DB00264,DB01001,13
DB08918,DB01001,84
DB01086,DB01069,48
DB00477,DB00363,19
DB01325,DB00219,72
DB13783,DB09238,69
DB01708,DB08804,73
DB00184,DB01685,46
DB01015,DB09038,8
DB08903,DB00477,19
DB00744,DB08964,69
DB01628,DB00951,46
DB00674,DB00224,46
DB00231,DB00683,48
DB00908,DB00557,19
DB01100,DB01623,19
DB09212,DB01222,48
DB06736,DB01222,48
DB01351,DB09230,3
DB01166,DB00224,72
DB00277,DB06595,46
DB06696,DB09215,71
DB01418,DB03585,5
DB01628,DB00333,46
DB01243,DB00681,69
DB01221,DB09225,48
DB06702,DB09074,46
DB01169,DB00363,48
DB06016,DB00908,46
DB00674,DB11315,69
DB00391,DB11315,1
DB01159,DB00333,46
DB01399,DB00287,69
DB00245,DB00213,46
DB00589,DB00503,46
DB00686,DB09215,5
DB01222,DB08873,72
DB00864,DB13783,56
DB06772,DB06626,48
DB08918,DB01291,84
DB08867,DB00705,72
DB00939,DB09091,48
DB00804,DB00652,48
DB00735,DB00695,28
DB00883,DB01359,48
DB00488,DB00182,29
DB01590,DB01045,72
DB01591,DB06702,48
DB04920,DB00277,46
DB06595,DB06702,76
DB01437,DB00985,48
DB01418,DB00705,46
DB00884,DB00385,23
DB00945,DB01144,48
DB06216,DB00254,46
DB06697,DB00177,46
DB00641,DB01029,46
DB00379,DB00976,46
DB00955,DB00744,71
DB00835,DB01069,48
DB03585,DB00620,48
DB00809,DB01116,48
DB00681,DB01580,48
DB00803,DB09268,69
DB00641,DB00333,46
DB00333,DB00277,46
DB01111,DB00919,56
DB01062,DB00652,48
DB00790,DB09038,48
DB01452,DB00852,68
DB06217,DB01012,46
DB01351,DB06216,48
DB00332,DB00908,46
DB01221,DB01452,48
DB00696,DB00959,48
DB00692,DB04920,48
DB00474,DB01223,74
DB00806,DB01254,5
DB00798,DB03585,71
DB01590,DB00203,72
DB01008,DB00316,72
DB01580,DB01009,36
DB05109,DB00503,46
DB00316,DB01076,48
DB01116,DB01551,48
DB00187,DB00277,13
DB01069,DB08807,59
DB01427,DB00641,48
DB00264,DB00203,72
DB00620,DB08804,73
DB00332,DB00219,48
DB00744,DB01685,46
DB00852,DB01063,60
DB00177,DB00196,46
DB01221,DB00344,48
DB01221,DB00599,48
DB00780,DB01102,48
DB00196,DB00681,69
DB00860,DB00951,74
DB00254,DB01076,48
DB01227,DB11106,48
DB01351,DB00790,59
DB01169,DB00196,19
DB01283,DB00745,46
DB00681,DB00187,48
DB01437,DB00434,48
DB00177,DB00187,48
DB05109,DB06697,46
DB00264,DB00883,48
DB01411,DB00224,72
DB00674,DB01116,69
DB00735,DB01009,48
DB01013,DB00976,72
DB13595,DB01076,74
DB00333,DB06702,76
DB01349,DB00196,46
DB00434,DB06700,69
DB00238,DB00444,3
DB00251,DB00641,48
DB00499,DB00976,46
DB00207,DB06717,72
DB00960,DB09212,36
DB01611,DB06702,76
DB01303,DB00379,46
DB00231,DB01129,46
DB11093,DB09230,69
DB00589,DB01029,48
DB00641,DB01015,46
DB00223,DB01325,82
DB00912,DB01129,46
DB00177,DB00224,46
DB01009,DB01015,46
DB00333,DB00771,48
DB00590,DB00368,4
DB00187,DB01291,13
DB01166,DB00207,46
DB01222,DB06718,73
DB00418,DB00503,74
DB00798,DB08991,71
DB00620,DB00705,46
DB06724,DB09091,2
DB00798,DB01399,71
DB00790,DB01048,74
DB00705,DB01069,66
DB00254,DB06697,32
DB01064,DB13783,69
DB00696,DB00224,46
DB00231,DB04572,46
DB00864,DB01033,48
DB08871,DB00363,48
DB00681,DB00384,48
DB00258,DB00884,74
DB01116,DB12278,48
DB11581,DB00705,46
DB01399,DB09212,48
DB00384,DB00945,36
DB01437,DB01418,3
DB00589,DB01054,48
DB00945,DB01283,48
DB00363,DB01351,48
DB00251,DB00364,66
DB00645,DB01452,48
DB00231,DB00323,48
DB13595,DB01708,2
DB06016,DB09238,46
DB00335,DB01001,13
DB00860,DB09074,46
DB00780,DB06016,48
DB01111,DB00385,56
DB00705,DB00976,46
DB00590,DB06268,59
DB00477,DB00908,46
DB01189,DB00264,48
DB00368,DB00695,82
DB00391,DB01437,48
DB04572,DB00254,46
DB00976,DB00344,19
DB00852,DB00434,75
DB00391,DB01227,48
DB01166,DB00238,72
DB00589,DB01015,48
DB00315,DB00780,48
DB00391,DB01086,48
DB06803,DB00177,46
DB01076,DB05265,72
DB09215,DB13158,48
DB00908,DB01076,48
DB00187,DB08991,36
DB00757,DB01029,46
DB00080,DB09268,69
DB00599,DB00960,59
DB01045,DB01013,74
DB06772,DB11641,48
DB00780,DB00692,59
DB00790,DB01009,48
DB01628,DB06717,72
DB00182,DB01102,48
DB00245,DB00224,46
DB00780,DB00695,48
DB01418,DB00177,46
DB13783,DB00695,64
DB00800,DB09070,59
DB01590,DB01221,72
DB01418,DB01039,5
DB01100,DB00203,72
DB00182,DB00908,46
DB00652,DB00985,48
DB00705,DB00908,46
DB00835,DB01029,46
DB00960,DB00184,48
DB00203,DB00800,9
DB00765,DB06268,59
DB09078,DB01001,19
DB00418,DB09225,48
DB05381,DB00203,46
DB00696,DB00363,48
DB00238,DB01628,3
DB00757,DB00951,46
DB00908,DB00251,72
DB00908,DB08903,19
DB00231,DB01235,48
DB01407,DB00696,70
DB00810,DB00340,48
DB00599,DB00884,3
DB09091,DB00695,82
DB06216,DB06663,19
DB06697,DB00674,19
DB09074,DB06717,72
DB00599,DB00771,48
DB06810,DB00939,71
DB01189,DB00323,48
DB01009,DB00959,48
DB01623,DB06144,48
DB00652,DB01452,48
DB00607,DB01357,3
DB00607,DB00385,74
DB00960,DB00945,36
DB08903,DB00203,46
DB00686,DB01207,48
DB01628,DB01708,48
DB00692,DB00765,59
DB00798,DB00744,71
DB01100,DB01551,48
DB08901,DB06697,46
DB05381,DB02703,72
DB00184,DB00196,46
DB01221,DB06700,48
DB06144,DB09074,46
DB00912,DB00839,8
DB01223,DB00379,46
DB00264,DB00287,59
DB08903,DB00862,19
DB00771,DB06153,48
DB00231,DB00599,48
DB00231,DB01189,48
DB00804,DB00219,48
DB00477,DB00384,48
DB01129,DB09074,46
DB00862,DB00275,9
DB00589,DB09238,46
DB01418,DB06595,46
DB11581,DB08873,46
DB00692,DB09038,48
DB00715,DB01063,48
DB01580,DB01069,48
DB00391,DB00835,48
DB00264,DB00976,72
DB00987,DB09074,46
DB00238,DB01129,3
DB01096,DB06702,76
DB00976,DB00207,19
DB01045,DB00690,3
DB01159,DB01580,48
DB00333,DB00990,72
DB00976,DB01189,19
DB00250,DB00177,46
DB06595,DB00224,46
DB00745,DB06717,72
DB00231,DB01580,48
DB00333,DB01086,48
DB00477,DB01591,19
DB00804,DB01551,48
DB01628,DB01012,46
DB00945,DB01708,48
DB01013,DB01325,82
DB00883,DB00196,46
DB00715,DB00035,48
DB00790,DB08991,48
DB00434,DB00985,48
DB00976,DB06702,76
DB00686,DB00806,48
DB08991,DB01708,48
DB00696,DB01063,48
DB00316,DB00477,46
DB11315,DB01227,48
DB01280,DB00363,48
DB00641,DB01628,72
DB00945,DB01015,46
DB00363,DB00557,15
DB06803,DB00203,46
DB00525,DB09238,48
DB01580,DB09212,36
DB00474,DB00692,59
DB00335,DB01407,13
DB01418,DB00316,5
DB01283,DB06700,52
DB00696,DB06216,48
DB00590,DB01064,4
DB00960,DB03585,36
DB01188,DB04920,48
DB01009,DB00203,46
DB00745,DB08873,46
DB00315,DB00379,46
DB01169,DB00674,19
DB09215,DB09091,48
DB00541,DB08901,72
DB01188,DB01427,48
DB01217,DB01076,48
DB00809,DB11315,48
DB11817,DB01254,72
DB01045,DB01580,74
DB06696,DB00735,71
DB06724,DB01708,2
DB08903,DB00757,19
DB11581,DB00254,46
DB01580,DB01089,59
DB00696,DB00759,48
DB00223,DB08804,73
DB00652,DB00780,48
DB00599,DB01580,48
DB00264,DB01012,72
DB00690,DB00363,48
DB00674,DB02703,72
DB01551,DB01235,48
DB01179,DB06717,72
DB06217,DB00503,46
DB09212,DB09215,48
DB06216,DB00674,19
DB00418,DB00912,3
DB00681,DB00363,48
DB00474,DB01100,48
DB00499,DB01254,72
DB00696,DB09238,48
DB00474,DB01235,48
DB00696,DB00391,48
DB00245,DB01227,48
DB06700,DB08873,46
DB13783,DB01116,69
DB01166,DB01254,5
DB00960,DB00333,46
DB06696,DB03585,71
DB00681,DB00925,48
DB00363,DB06699,19
DB00960,DB01019,48
DB00969,DB06717,72
DB00385,DB08991,71
DB00368,DB00344,36
DB01012,DB06702,76
DB04920,DB00379,46
DB00883,DB00960,48
DB12598,DB00959,48
DB01235,DB00705,46
DB00287,DB09070,59
DB08901,DB00196,46
DB00683,DB00503,72
DB01708,DB01254,72
DB00641,DB06702,76
DB09414,DB06724,66
DB00696,DB00379,46
DB01325,DB00782,72
DB01159,DB00224,46
DB11315,DB00333,48
DB00333,DB01012,46
DB00323,DB00715,48
DB00804,DB01062,48
DB01580,DB00883,48
DB00224,DB06717,72
DB09078,DB01591,19
DB00207,DB09268,69
DB01062,DB00196,46
DB00864,DB00976,72
DB09091,DB06717,72
DB00765,DB06016,48
DB06810,DB01399,71
DB00474,DB01580,48
DB01186,DB01029,48
DB00316,DB00503,46
DB01207,DB03619,48
DB00333,DB01623,19
DB01351,DB09286,48
DB00939,DB00035,48
DB13783,DB01054,69
DB01166,DB00477,46
DB00599,DB09286,48
DB00187,DB00883,48
DB00860,DB00674,48
DB00187,DB01144,48
DB01580,DB01235,29
DB01153,DB09230,48
DB00835,DB00985,48
DB01100,DB00862,19
DB01039,DB00203,46
DB00277,DB01685,46
DB01580,DB03585,36
DB01009,DB00860,48
DB00182,DB13595,71
DB00287,DB00335,59
DB01100,DB06595,72
DB01628,DB01029,46
DB09074,DB00363,48
DB00335,DB00765,59
DB00790,DB01223,74
DB00674,DB00340,69
DB00541,DB00344,72
DB06736,DB00663,48
DB00258,DB02300,48
DB00641,DB01685,46
DB01054,DB00705,46
DB08867,DB09074,72
DB01418,DB08804,5
DB00835,DB08873,46
DB00663,DB00695,82
DB09146,DB01069,66
DB01283,DB00379,46
DB00323,DB00790,48
DB00203,DB01012,46
DB01062,DB01452,48
DB00207,DB08871,19
DB01437,DB01452,48
DB00499,DB00951,46
DB01129,DB02703,72
DB04572,DB00203,46
DB01325,DB09038,69
DB00806,DB00765,59
DB09078,DB00344,19
DB01189,DB09225,48
DB00780,DB01089,59
DB06216,DB00976,46
DB01590,DB01086,72
DB11581,DB00224,46
DB00477,DB00434,48
DB00245,DB00264,46
DB00477,DB01086,48
DB00264,DB00705,72
DB00806,DB00335,59
DB00790,DB09238,59
DB01001,DB01325,82
DB00418,DB06697,3
DB01590,DB00503,72
DB00418,DB00203,3
DB01169,DB01069,19
DB00835,DB06595,46
DB00757,DB00254,46
DB01166,DB01076,72
DB08867,DB00277,46
DB01166,DB00333,46
DB08991,DB00287,69
DB00745,DB01076,48
DB01351,DB00780,59
DB00277,DB01029,46
DB02703,DB00503,72
DB00323,DB00590,48
DB01418,DB00364,11
DB00690,DB01580,48
DB00804,DB06702,48
DB06792,DB00254,74
DB00477,DB06216,48
DB01186,DB01001,48
DB08807,DB01399,36
DB00264,DB01291,13
DB08873,DB01048,74
DB08807,DB01223,13
DB00323,DB00182,48
DB00503,DB00976,46
DB01116,DB00765,59
DB01590,DB00264,72
DB01580,DB00945,36
DB01045,DB11817,3
DB01590,DB00316,72
DB00368,DB01159,81
DB01590,DB13879,72
DB01159,DB00951,46
DB00690,DB00976,46
DB00809,DB00219,48
DB00238,DB00908,3
DB00335,DB01102,13
DB01708,DB00254,46
DB00277,DB00744,72
DB01422,DB09238,48
DB00800,DB01054,59
DB00960,DB09038,48
DB00908,DB00976,46
DB00315,DB01069,48
DB01418,DB00945,5
DB00541,DB00976,46
DB00690,DB01235,48
DB00363,DB00224,46
DB00696,DB00778,72
DB01580,DB01064,13
DB01349,DB00224,46
DB00690,DB00771,48
DB00690,DB08918,48
DB05381,DB06595,46
DB00757,DB01591,19
DB00862,DB00925,9
DB01172,DB12598,71
DB01223,DB02703,72
DB01418,DB00976,46
DB00782,DB06702,48
DB06697,DB06663,19
DB00681,DB00477,48
DB00589,DB01001,48
DB00696,DB01166,48
DB00780,DB01144,48
DB00690,DB06144,48
DB00641,DB00503,72
DB00177,DB09215,48
DB00418,DB01235,48
DB00418,DB00790,59
DB01399,DB13783,48
DB08991,DB00959,48
DB00333,DB09225,48
DB04920,DB01012,46
DB00363,DB01189,19
DB00213,DB00182,17
DB00681,DB00364,66
DB00883,DB00203,46
DB01591,DB01243,46
DB00589,DB00363,46
DB01580,DB00771,48
DB00418,DB09231,3
DB01159,DB08918,48
DB01243,DB00364,66
DB00402,DB00835,48
DB01223,DB00951,72
DB01551,DB01086,48
DB00695,DB00955,48
DB01045,DB06144,3
DB01086,DB06144,48
DB08991,DB00884,48
DB06016,DB00503,46
DB01045,DB06717,74
DB00835,DB00213,46
DB00852,DB08967,75
DB01189,DB00765,31
DB00908,DB06717,72
DB01186,DB09238,48
DB00333,DB08918,46
DB00391,DB01591,1
DB05265,DB00705,74
DB00960,DB00503,46
DB06626,DB06595,46
DB01359,DB00765,59
DB00333,DB01591,19
DB00745,DB00224,46
DB00474,DB00884,3
DB09070,DB06268,59
DB01551,DB01437,48
DB01179,DB00196,46
DB08918,DB00196,46
DB06717,DB01076,48
DB00987,DB00363,48
DB01418,DB09212,5
DB01045,DB08918,3
DB00862,DB00177,9
DB00474,DB00264,59
DB00617,DB01129,46
DB00690,DB00765,31
DB00177,DB00275,48
DB01437,DB00323,48
DB00224,DB00254,46
DB00250,DB00203,46
DB06772,DB00959,48
DB00238,DB00224,74
DB00238,DB00203,3
DB05381,DB01685,46
DB01254,DB00254,46
DB00418,DB00771,48
DB00862,DB08873,72
DB00652,DB09015,48
DB01591,DB11315,48
DB00959,DB00681,82
DB06016,DB00705,46
DB08873,DB06702,76
DB00385,DB01628,71
DB00231,DB01029,46
DB00224,DB00705,74
DB00919,DB01283,71
DB00652,DB00683,48
DB09238,DB00765,59
DB06697,DB04920,48
DB00959,DB06718,73
DB00912,DB08918,8
DB00277,DB00224,46
DB01045,DB09238,74
DB00238,DB09091,74
DB00238,DB06626,74
DB00641,DB06717,72
DB01045,DB00223,74
DB01169,DB01015,19
DB00231,DB00434,48
DB00251,DB00884,48
DB01045,DB00641,3
DB08991,DB00663,48
DB00238,DB00715,46
DB01452,DB01325,48
DB01243,DB09268,69
DB01189,DB06144,48
DB00800,DB00695,48
DB08873,DB02703,72
DB01029,DB00705,46
DB00692,DB00790,59
DB00969,DB00277,46
DB00378,DB00686,69
DB01111,DB06810,56
DB01129,DB00213,46
DB00245,DB06702,48
DB00287,DB00765,59
DB05109,DB00196,46
DB00960,DB00477,46
DB00333,DB00384,48
DB00835,DB00203,46
DB08867,DB00224,72
DB09238,DB01089,59
DB00690,DB00503,72
DB00275,DB01029,48
DB00238,DB02703,72
DB00757,DB06788,19
DB00363,DB06717,72
DB00690,DB01159,48
DB00860,DB09067,69
DB01179,DB01254,72
DB01580,DB01399,36
DB00418,DB00800,59
DB00744,DB00630,48
DB01611,DB01096,74
DB01418,DB00224,46
DB00251,DB01427,48
DB00945,DB06595,46
DB00402,DB00771,48
DB08901,DB00333,46
DB00223,DB00695,82
DB00925,DB00196,46
DB06772,DB00976,72
DB01045,DB06268,3
DB00333,DB06717,72
DB00418,DB00617,3
DB00696,DB01029,48
DB01015,DB08873,46
DB01591,DB06717,72
DB00864,DB01628,56
DB03756,DB01685,46
DB00541,DB08896,72
DB00599,DB00681,59
DB00287,DB00790,59
DB06268,DB06595,46
DB01159,DB00503,46
DB01223,DB00203,46
DB01009,DB00663,48
DB00589,DB00599,48
DB00945,DB01685,46
DB00385,DB09212,71
DB06626,DB06717,72
DB01062,DB09074,46
DB06700,DB02703,72
DB01580,DB00715,72
DB01325,DB00908,72
DB01628,DB01013,48
DB01076,DB00196,72
DB08807,DB00945,36
DB11126,DB04920,69
DB08918,DB00652,63
DB01221,DB01623,48
DB01064,DB01223,74
DB01325,DB06700,54
DB00589,DB00860,48
DB00364,DB00908,74
DB00589,DB08896,48
DB06772,DB01179,48
DB08807,DB01628,36
DB01189,DB01551,48
DB00333,DB01048,69
DB00745,DB02703,72
DB00852,DB00960,24
DB01359,DB01019,48
DB00333,DB06153,48
DB00477,DB09225,48
DB00503,DB06595,46
DB01054,DB01089,59
DB00292,DB01227,48
DB00238,DB06697,10
DB00790,DB01628,48
DB00681,DB09238,48
DB00344,DB01012,72
DB01093,DB00380,69
DB00503,DB01223,74
DB00477,DB00196,19
DB00955,DB09212,71
DB09343,DB00368,72
DB00780,DB08918,48
DB01222,DB00951,74
DB01000,DB00798,74
DB06736,DB00620,48
DB09078,DB00705,46
DB01351,DB06153,48
DB08867,DB02703,72
DB01351,DB01357,69
DB00541,DB02703,72
DB00344,DB06595,46
DB00238,DB00987,3
DB00503,DB01254,72
DB00641,DB00912,72
DB12278,DB00333,48
DB00976,DB00363,19
DB06702,DB00196,46
DB06697,DB00503,19
DB00264,DB01102,13
DB01357,DB01628,80
DB01349,DB06736,48
DB01452,DB00835,48
DB00344,DB00951,46
DB00177,DB00692,59
DB01100,DB01001,19
DB06711,DB08807,24
DB01418,DB03619,48
DB00391,DB00782,1
DB05381,DB00196,46
DB00385,DB12598,71
DB00182,DB00335,59
DB00333,DB00323,48
DB01590,DB00196,72
DB00652,DB00344,48
DB01169,DB00275,48
DB01221,DB06717,72
DB01008,DB06717,72
DB00735,DB00035,48
DB00780,DB06268,59
DB00503,DB09038,69
DB00231,DB00645,48
DB09078,DB06699,19
DB00705,DB01012,46
DB09070,DB09238,59
DB08918,DB06697,46
DB01013,DB06718,73
DB00663,DB08873,72
DB00277,DB02703,72
DB01076,DB12598,72
DB05109,DB06717,72
DB00883,DB08873,46
DB01590,DB00254,72
DB08991,DB13158,48
DB00864,DB00203,46
DB00620,DB06717,72
DB06216,DB00912,69
DB01359,DB09238,59
DB00136,DB02703,72
DB00744,DB00959,48
DB08991,DB08964,69
DB00652,DB00035,48
DB06153,DB00715,48
DB00862,DB06717,72
DB00292,DB00985,48
DB00599,DB00557,15
DB00590,DB01089,59
DB00363,DB00402,48
DB00477,DB06724,66
DB01094,DB06595,46
DB00806,DB00692,59
DB01100,DB00254,72
DB00503,DB01357,74
DB00541,DB00333,72
DB01169,DB01235,29
DB00238,DB01015,3
DB00696,DB00908,48
DB04920,DB01235,29
DB00363,DB06595,72
DB00757,DB09238,46
DB00292,DB00765,31
DB01351,DB00925,59
DB08903,DB00557,19
DB01009,DB00177,46
DB00800,DB01235,29
DB00402,DB09074,46
DB00182,DB09286,60
DB00418,DB06772,3
DB01221,DB04572,46
DB01227,DB00765,31
DB01045,DB01349,3
DB00238,DB00503,3
DB00187,DB00275,48
DB01359,DB00945,36
DB00617,DB06595,46
DB01591,DB12278,48
DB00976,DB01623,19
DB00617,DB00705,46
DB00683,DB06153,48
DB00477,DB06595,46
DB01008,DB00976,46
DB00344,DB06700,48
DB00292,DB01437,48
DB00778,DB09074,46
DB00860,DB09070,72
DB01221,DB01351,48
DB06626,DB00196,46
DB00912,DB09074,46
DB00976,DB00196,19
DB09091,DB00224,72
DB00136,DB01254,72
DB01349,DB01254,72
DB00976,DB00757,19
DB09238,DB01076,48
DB00474,DB00277,74
DB00696,DB01100,48
DB01437,DB01580,48
DB01009,DB09215,48
DB01628,DB01222,48
DB01000,DB06810,74
DB01144,DB01359,48
DB00203,DB00692,9
DB08918,DB00852,84
DB01283,DB00715,52
DB00292,DB00599,48
DB00835,DB06702,76
DB00418,DB01580,48
DB00332,DB00477,46
DB00384,DB00590,48
DB09215,DB00884,48
DB05109,DB00745,46
DB04920,DB00715,46
DB01169,DB00477,48
DB01227,DB00196,46
DB00690,DB01452,48
DB00477,DB01100,48
DB01008,DB00224,46
DB01045,DB09231,74
DB00955,DB00735,71
DB01169,DB01076,48
DB00323,DB06153,48
DB00790,DB01399,48
DB01399,DB01628,48
DB09070,DB01283,80
DB00402,DB06595,46
DB06144,DB00196,46
DB00474,DB00254,74
DB00658,DB00136,74
DB00674,DB01580,53
DB01000,DB00955,74
DB06696,DB12598,71
DB00589,DB06717,72
DB00187,DB01283,36
DB00860,DB00681,82
DB01009,DB00620,48
DB01452,DB00384,48
DB00474,DB06153,48
DB00696,DB02701,48
DB01186,DB01062,48
DB00955,DB01399,71
DB08903,DB01623,19
DB00503,DB00839,69
DB01628,DB01076,48
DB00690,DB01221,48
DB08901,DB01129,46
DB06772,DB05109,48
DB00187,DB00744,36
DB05381,DB09238,46
DB01086,DB00323,48
DB01062,DB00976,72
DB08798,DB00705,46
DB01590,DB13878,72
DB13158,DB00224,72
DB04920,DB00224,46
DB00245,DB00332,48
DB00658,DB00864,74
DB01590,DB00363,48
DB01045,DB08873,74
DB00238,DB00860,74
DB00959,DB00839,69
DB00541,DB00224,72
DB00238,DB01685,46
DB06217,DB00238,46
DB01418,DB04918,5
DB06772,DB08901,48
DB01009,DB01013,48
DB05381,DB00976,46
DB00561,DB00780,70
DB01325,DB06702,72
DB01129,DB06702,76
DB00780,DB01076,48
DB01029,DB00939,48
DB00384,DB00960,48
DB00182,DB06268,59
DB00245,DB00715,46
DB06626,DB00705,46
DB00852,DB00885,75
DB00883,DB01029,48
DB00332,DB00715,46
DB00231,DB01015,46
DB00589,DB00696,18
DB00541,DB00207,72
DB00203,DB00951,46
DB11581,DB00196,46
DB01283,DB01708,48
DB01399,DB00884,48
DB00136,DB08873,46
DB01351,DB01086,48
DB08991,DB13783,48
DB09225,DB00765,31
DB06736,DB00959,48
DB00683,DB00557,15
DB01221,DB00177,46
DB12598,DB00806,5
DB01351,DB00599,48
DB00652,DB01412,48
DB00590,DB06595,46
DB00402,DB00224,46
DB00696,DB00976,46
DB01223,DB06717,72
DB00852,DB00951,46
DB01418,DB00939,5
DB00735,DB00744,48
DB00332,DB00340,48
DB06216,DB00196,19
DB00238,DB01254,74
DB06144,DB00254,46
DB00804,DB00340,48
DB00852,DB00187,24
DB00735,DB00630,48
DB00798,DB00945,71
DB00177,DB01029,48
DB00864,DB00681,46
DB01418,DB00908,5
DB00652,DB06274,48
DB01076,DB06702,76
DB00696,DB00477,48
DB00641,DB00444,72
DB00187,DB01009,36
DB08807,DB00715,72
DB11126,DB08930,74
DB00990,DB09074,46
DB00695,DB00385,48
DB08867,DB00196,72
DB00474,DB00715,48
DB00690,DB01437,48
DB00238,DB08918,3
DB00203,DB00335,9
DB01045,DB01039,3
DB00254,DB09268,69
DB01159,DB01012,46
DB00264,DB00925,59
DB00287,DB06268,59
DB00908,DB01144,71
DB02703,DB09268,69
DB00474,DB00444,74
DB00939,DB03585,48
DB00264,DB00745,46
DB00790,DB00744,48
DB00780,DB01580,59
DB00641,DB00683,72
DB00809,DB00804,48
DB01357,DB01685,46
DB00391,DB00219,1
DB00477,DB01611,72
DB00363,DB00839,69
DB12598,DB00223,48
DB00363,DB06700,72
DB00477,DB00250,72
DB01243,DB09230,48
DB01551,DB00344,48
DB00735,DB13783,48
DB00771,DB01069,48
DB09078,DB00477,19
DB00363,DB00474,48
DB01351,DB01623,48
DB01349,DB00203,46
DB00681,DB01189,48
DB01227,DB02703,72
DB00418,DB00477,48
DB00674,DB08873,46
DB01590,DB00590,72
DB00553,DB00705,46
DB00883,DB09038,48
