d1,d2,type
DB00333,DB00227,46
DB00458,DB00976,46
DB00320,DB01217,48
DB00753,DB04572,46
DB06207,DB00852,4
DB00695,DB00703,48
DB00972,DB00745,46
DB00315,DB01104,48
DB00599,DB01106,48
DB00844,DB01412,48
DB01227,DB09352,68
DB00641,DB00358,72
DB00363,DB06335,74
DB01283,DB00240,48
DB00502,DB01015,19
DB01233,DB01069,48
DB00907,DB00557,15
DB09286,DB08910,48
DB00780,DB00449,48
DB00988,DB00852,48
DB00949,DB00254,46
DB00353,DB00860,48
DB00315,DB01238,48
DB01200,DB01159,48
DB09076,DB06697,46
DB00334,DB00402,48
DB00182,DB01171,48
DB00620,DB00176,46
DB00349,DB06153,48
DB00218,DB00207,19
DB00519,DB00744,48
DB01578,DB00735,71
DB00589,DB00805,46
DB00245,DB00327,48
DB09085,DB00344,48
DB00542,DB01009,48
DB00292,DB00285,36
DB00556,DB00196,19
DB00217,DB00590,59
DB01628,DB01263,46
DB00264,DB00457,29
DB00191,DB00610,48
DB01577,DB00885,75
DB00296,DB00705,46
DB01085,DB01254,72
DB01075,DB00434,48
DB00418,DB00359,3
DB00690,DB06690,48
DB00696,DB00409,48
DB04951,DB09215,48
DB01260,DB00674,48
DB00292,DB01028,48
DB00690,DB04844,48
DB00461,DB00884,48
DB12598,DB01059,26
DB01235,DB05246,48
DB00908,DB01087,19
DB06810,DB01078,57
DB01591,DB04794,46
DB00436,DB00810,72
DB01587,DB00715,48
DB00852,DB06704,69
DB00228,DB00292,48
DB13158,DB01122,48
DB00278,DB02703,72
DB00472,DB06699,19
DB08932,DB01254,72
DB01261,DB00790,48
DB01418,DB00544,72
DB06697,DB09118,72
DB09076,DB00332,1
DB00686,DB06725,5
DB09280,DB01591,3
DB01054,DB00903,48
DB01466,DB00765,31
DB00489,DB01069,19
DB01186,DB01247,46
DB00738,DB00207,19
DB01166,DB13874,72
DB03128,DB00705,46
DB00852,DB09039,46
DB01100,DB01242,19
DB00250,DB09112,48
DB00499,DB00199,46
DB09270,DB00503,72
DB13783,DB00880,69
DB06697,DB00104,19
DB00434,DB00625,48
DB04844,DB09238,46
DB00295,DB00690,48
DB00641,DB01319,72
DB01418,DB01110,72
DB00590,DB09198,46
DB04846,DB00976,46
DB00800,DB09477,59
DB08987,DB00835,48
DB01100,DB00834,19
DB01232,DB09238,46
DB00999,DB00804,72
DB00316,DB09198,46
DB00264,DB01143,59
DB01129,DB01167,74
DB01116,DB01173,48
DB00835,DB09330,72
DB00956,DB01351,15
DB06737,DB00705,46
DB08827,DB01263,72
DB00476,DB06216,48
DB00363,DB09167,72
DB00477,DB01545,48
DB01151,DB06700,48
DB00696,DB00675,48
DB00976,DB00834,72
DB00530,DB00363,46
DB00252,DB01054,72
DB01074,DB06717,72
DB00307,DB02703,72
DB00252,DB00224,3
DB00589,DB00334,48
DB00898,DB06717,72
DB00332,DB00844,48
DB00679,DB01221,48
DB01097,DB03585,48
DB00794,DB01325,29
DB00315,DB01624,48
DB00182,DB00285,46
DB00629,DB00696,70
DB09146,DB09093,74
DB00246,DB06663,19
DB01076,DB09118,72
DB06216,DB08820,72
DB00590,DB00220,46
DB05109,DB00390,57
DB08899,DB01039,74
DB01433,DB09225,48
DB00479,DB08991,71
DB00313,DB00745,46
DB00327,DB00705,46
DB00854,DB00852,68
DB00388,DB01407,48
DB00905,DB06268,59
DB00618,DB09268,69
DB06016,DB06708,46
DB01159,DB04948,48
DB00391,DB00934,48
DB01193,DB09238,59
DB09449,DB01349,56
DB00223,DB00220,72
DB01380,DB00839,69
DB00844,DB00852,68
DB00296,DB01227,48
DB00337,DB08991,48
DB01422,DB00555,48
DB11581,DB04868,46
DB00332,DB08893,48
DB09074,DB00283,72
DB00590,DB00999,48
DB00313,DB01086,48
DB00977,DB00254,46
DB00696,DB01241,48
DB03585,DB01240,69
DB06288,DB06153,48
DB01366,DB00696,70
DB01261,DB00705,74
DB00418,DB09048,3
DB00245,DB00572,48
DB00184,DB00675,46
DB00854,DB00985,48
DB01029,DB01259,46
DB00590,DB09120,46
DB12598,DB04743,5
DB00402,DB00395,48
DB01280,DB08895,33
DB00966,DB04920,48
DB01001,DB00248,70
DB00479,DB00681,56
DB01189,DB13323,48
DB01189,DB09345,48
DB00976,DB09198,46
DB01242,DB02703,72
DB00732,DB00333,48
DB13783,DB01324,69
DB01189,DB00405,48
DB01351,DB09279,59
DB01076,DB05219,46
DB00474,DB04946,48
DB00794,DB00620,3
DB01395,DB00224,72
DB00679,DB00379,46
DB00323,DB00381,48
DB00553,DB01149,46
DB00637,DB08873,72
DB01600,DB09215,48
DB00696,DB11586,72
DB01609,DB01628,74
DB06268,DB00398,46
DB00794,DB09074,74
DB09204,DB01169,48
DB00418,DB01202,48
DB00872,DB02703,72
DB00252,DB00864,74
DB00757,DB01075,19
DB00705,DB08933,72
DB01245,DB06696,39
DB00335,DB00606,59
DB01359,DB00244,36
DB01086,DB09085,48
DB00945,DB08819,69
DB00690,DB00470,15
DB01245,DB00245,69
DB01186,DB04946,48
DB00368,DB09245,70
DB12070,DB00458,46
DB01628,DB06725,48
DB00757,DB00321,19
DB06262,DB00368,70
DB00392,DB00810,48
DB04574,DB00705,46
DB01054,DB00964,48
DB01159,DB04842,48
DB00238,DB12001,74
DB06696,DB00991,71
DB01418,DB00337,5
DB01592,DB01129,66
DB00245,DB09119,46
DB00657,DB01452,48
DB00589,DB00482,46
DB00735,DB00158,69
DB13025,DB00765,31
DB00218,DB06663,19
DB00270,DB01580,59
DB00887,DB00385,48
DB00482,DB13158,48
DB01045,DB01075,3
DB00631,DB00384,48
DB03585,DB06725,48
DB00908,DB00967,48
DB01039,DB00320,46
DB00367,DB00203,46
DB00764,DB06717,72
DB00908,DB06825,19
DB01708,DB00989,48
DB00589,DB00435,48
DB00512,DB00939,72
DB01140,DB01032,72
DB00953,DB06700,48
DB01604,DB00798,74
DB00860,DB00331,69
DB06742,DB09074,46
DB01016,DB00203,46
DB00569,DB13783,65
DB00454,DB06697,46
DB00210,DB13783,48
DB01067,DB00177,46
DB01320,DB00864,74
DB00353,DB01054,48
DB13783,DB06826,69
DB00641,DB00531,72
DB01240,DB01089,59
DB01437,DB00980,48
DB00599,DB04841,48
DB06696,DB01092,74
DB00997,DB00590,72
DB00335,DB00573,36
DB00520,DB01054,48
DB01086,DB00593,48
DB00421,DB01144,48
DB08947,DB00331,48
DB06616,DB08873,72
DB00925,DB01244,59
DB01115,DB01580,59
DB01154,DB00434,48
DB00318,DB00182,68
DB05294,DB00862,19
DB09343,DB00304,69
DB00187,DB04861,48
DB01021,DB09238,59
DB00177,DB00524,48
DB12070,DB01601,46
DB00418,DB06210,3
DB00434,DB09118,48
DB01590,DB01400,72
DB00489,DB00674,19
DB00860,DB06203,69
DB01403,DB00645,15
DB00991,DB09212,48
DB00686,DB01401,5
DB00195,DB06736,36
DB00341,DB06153,48
DB00454,DB06144,48
DB01395,DB08991,67
DB01180,DB01628,48
DB00252,DB01223,74
DB06697,DB01023,48
DB00754,DB06700,48
DB00091,DB03585,56
DB00804,DB00209,48
DB00231,DB00295,48
DB00863,DB01076,48
DB01119,DB01359,59
DB00975,DB00264,53
DB00537,DB01001,19
DB00904,DB00557,15
DB00943,DB09074,46
DB06144,DB00349,46
DB04743,DB09091,48
DB00872,DB00402,72
DB01024,DB13158,48
DB09053,DB01418,48
DB01622,DB00250,72
DB00999,DB04920,48
DB00333,DB00186,15
DB00865,DB00224,46
DB00641,DB04876,72
DB00778,DB00188,46
DB00889,DB00705,46
DB01184,DB01015,19
DB00997,DB00681,56
DB00628,DB00292,48
DB00589,DB01200,18
DB00588,DB06717,72
DB00648,DB08827,74
DB01601,DB06788,19
DB00363,DB09330,72
DB00877,DB01252,69
DB00495,DB01015,46
DB01177,DB01399,71
DB00844,DB00599,48
DB01075,DB09238,46
DB00839,DB00446,46
DB01054,DB09104,48
DB00344,DB09072,15
DB01544,DB06144,48
DB01224,DB09238,46
DB01182,DB06699,19
DB00604,DB00557,19
DB00418,DB01466,48
DB00305,DB08868,33
DB01224,DB04920,48
DB09241,DB00692,59
DB00297,DB00503,46
DB09224,DB00765,31
DB00959,DB00343,46
DB00458,DB01407,48
DB09218,DB00223,48
DB00344,DB00397,48
DB00683,DB00297,48
DB06154,DB06736,5
DB08918,DB00295,63
DB00264,DB01288,13
DB01081,DB09015,48
DB01628,DB00243,46
DB00694,DB09074,46
DB01045,DB00201,3
DB01119,DB01580,59
DB05381,DB00320,46
DB00594,DB09212,36
DB01013,DB01072,72
DB00700,DB00976,72
DB01015,DB01319,46
DB00690,DB01065,48
DB01045,DB01215,3
DB00213,DB01167,74
DB00589,DB00520,48
DB01628,DB08819,69
DB00726,DB06016,48
DB01172,DB00244,71
DB00645,DB01567,48
DB00608,DB11254,74
DB00186,DB06153,48
DB01165,DB01001,19
DB06717,DB00304,74
DB01159,DB00754,48
DB00391,DB01587,48
DB12598,DB00261,5
DB11093,DB00999,71
DB00608,DB00735,48
DB00363,DB09063,72
DB01228,DB00907,46
DB06605,DB00207,46
DB06792,DB09477,74
DB09027,DB08896,72
DB00796,DB00800,59
DB00731,DB00503,46
DB01407,DB08881,72
DB00398,DB01685,46
DB01100,DB04855,72
DB00683,DB00241,48
DB01008,DB00511,57
DB00872,DB00184,72
DB01013,DB01021,82
DB09320,DB13783,71
DB00295,DB09038,48
DB00230,DB08918,48
DB13323,DB00344,48
DB01406,DB00839,69
DB00227,DB06702,76
DB01074,DB04572,46
DB00681,DB00528,48
DB04840,DB00715,46
DB01149,DB00503,72
DB00502,DB00599,48
DB00590,DB00661,48
DB01154,DB00884,3
DB09570,DB00715,46
DB00780,DB01608,48
DB11126,DB00622,69
DB00238,DB01190,3
DB00531,DB00213,46
DB00230,DB00985,7
DB04743,DB01708,48
DB00251,DB09270,48
DB04898,DB01029,46
DB00238,DB09330,74
DB00248,DB01166,48
DB08822,DB00790,48
DB00232,DB01029,48
DB00238,DB00280,3
DB00695,DB06335,69
DB00731,DB01252,8
DB00782,DB00483,48
DB00809,DB00454,48
DB01607,DB09268,69
DB06414,DB01029,46
DB00692,DB00880,59
DB00604,DB01069,19
DB06772,DB09054,72
DB06724,DB00720,74
DB00499,DB00501,46
DB00611,DB01551,48
DB00589,DB00588,48
DB00458,DB00384,48
DB00864,DB01401,56
DB13167,DB01222,48
DB00590,DB00703,48
DB00277,DB00349,69
DB01039,DB08933,72
DB01169,DB00731,69
DB01602,DB00385,74
DB09227,DB00695,48
DB00424,DB00908,48
DB00939,DB08905,48
DB08991,DB00873,48
DB00312,DB00959,74
DB01407,DB00201,46
DB06736,DB09138,48
DB01349,DB06739,48
DB01154,DB01427,3
DB00696,DB00246,46
DB08867,DB09054,72
DB06736,DB00169,46
DB00541,DB00704,72
DB08916,DB13879,72
DB00521,DB01580,59
DB00663,DB00677,48
DB00363,DB09083,19
DB00864,DB08820,72
DB00277,DB09280,72
DB00245,DB00424,48
DB11093,DB06694,69
DB01191,DB00224,46
DB00599,DB08922,48
DB00363,DB00421,48
DB01392,DB00477,46
DB00679,DB00599,48
DB00335,DB00482,36
DB01624,DB09286,48
DB11093,DB06712,69
DB00735,DB09090,48
DB01029,DB00582,46
DB04861,DB00277,13
DB00553,DB08865,46
DB00231,DB00721,48
DB04846,DB00715,72
DB01238,DB00951,72
DB00328,DB09238,46
DB00699,DB00254,48
DB01154,DB01159,48
DB00584,DB01357,74
DB00184,DB01601,46
DB06268,DB00625,46
DB00363,DB01263,46
DB01171,DB00391,48
DB00264,DB00468,72
DB01409,DB01591,1
DB01129,DB08933,72
DB09143,DB02703,72
DB09117,DB09225,15
DB04552,DB13783,48
DB00681,DB00887,48
DB01248,DB05265,48
DB01179,DB09198,46
DB00872,DB00745,72
DB01394,DB00696,72
DB00420,DB00187,59
DB00323,DB00310,48
DB06697,DB00603,74
DB00976,DB01403,19
DB00611,DB01351,48
DB09095,DB06819,69
DB09286,DB01242,48
DB00741,DB00674,48
DB00337,DB05260,48
DB01283,DB00205,46
DB00699,DB00908,46
DB06738,DB00976,46
DB00315,DB00933,48
DB01188,DB07615,48
DB00248,DB00182,46
DB01116,DB00374,59
DB00477,DB00334,19
DB00243,DB01221,72
DB09396,DB09074,46
DB00216,DB00333,48
DB08912,DB00690,74
DB05109,DB01241,46
DB01086,DB08987,48
DB00396,DB01254,72
DB06216,DB00281,46
DB00422,DB00503,46
DB04930,DB00705,46
DB05039,DB01325,82
DB00370,DB00363,15
DB09212,DB00487,26
DB01201,DB00184,3
DB00641,DB04898,72
DB00182,DB09118,46
DB00852,DB00608,46
DB05676,DB09212,48
DB00209,DB00333,48
DB00678,DB00254,46
DB00245,DB00169,46
DB01186,DB00334,48
DB01223,DB00257,46
DB09042,DB01063,48
DB00378,DB04272,69
DB01551,DB09063,72
DB00368,DB00612,24
DB00449,DB08807,24
DB00744,DB00310,69
DB01189,DB00906,48
DB00754,DB00835,48
DB00897,DB00599,48
DB00990,DB06335,74
DB00997,DB00363,48
DB01115,DB01012,46
DB09218,DB00884,48
DB01223,DB00437,72
DB00490,DB00696,48
DB00545,DB00782,69
DB01221,DB01433,48
DB00688,DB00035,48
DB00675,DB01012,72
DB00655,DB06717,72
DB01126,DB06717,72
DB01174,DB01144,59
DB09091,DB00977,72
DB00883,DB01018,48
DB00470,DB01029,72
DB01100,DB00494,48
DB01204,DB00390,57
DB01181,DB09238,46
DB00292,DB08883,15
DB01401,DB00860,48
DB00590,DB00871,4
DB00477,DB00519,48
DB01418,DB09119,46
DB06700,DB08922,48
DB13874,DB01685,46
DB01291,DB00903,82
DB00334,DB00557,15
DB01283,DB00158,69
DB01157,DB00364,66
DB01165,DB00196,19
DB00541,DB00661,46
DB06810,DB00469,71
DB00323,DB00450,15
DB00497,DB06274,48
DB00425,DB01029,46
DB13595,DB00847,69
DB00229,DB09268,69
DB00939,DB00741,48
DB04835,DB00254,46
DB01591,DB01601,46
DB00862,DB00706,59
DB00821,DB09215,48
DB09212,DB00654,69
DB00418,DB06292,3
DB01399,DB09216,48
DB00757,DB00743,19
DB00690,DB13025,48
DB00681,DB01247,48
DB01359,DB00734,59
DB01098,DB01254,72
DB09166,DB00363,48
DB00497,DB00652,48
DB01009,DB00436,69
DB01159,DB09292,48
DB00921,DB00344,15
DB09215,DB00779,26
DB00979,DB01062,48
DB00549,DB00254,46
DB01170,DB00182,74
DB01177,DB00681,56
DB08896,DB00199,46
DB01007,DB09238,48
DB00908,DB00877,72
DB00843,DB00245,69
DB01186,DB01206,48
DB00296,DB01029,48
DB00250,DB01601,46
DB00238,DB00307,3
DB01429,DB00477,46
DB01071,DB06216,81
DB06772,DB00309,48
DB00750,DB06153,48
DB00780,DB13139,48
DB00681,DB00964,48
DB06216,DB01036,19
DB00904,DB01235,48
DB00392,DB00219,48
DB00757,DB00398,19
DB00612,DB00695,48
DB00252,DB00344,48
DB00664,DB06697,32
DB00555,DB01235,48
DB00554,DB09212,48
DB00590,DB04871,46
DB00575,DB00771,48
DB00298,DB01580,48
DB00904,DB01012,46
DB09084,DB13158,48
DB00872,DB00332,72
DB06788,DB00914,69
DB00796,DB01015,46
DB00933,DB01611,72
DB08899,DB00674,74
DB00717,DB01252,69
DB00238,DB00297,3
DB00682,DB01207,5
DB03128,DB00715,46
DB00454,DB00852,68
DB00417,DB00798,74
DB00373,DB01628,36
DB06663,DB09083,53
DB00310,DB00332,72
DB13595,DB00492,74
DB01180,DB03585,48
DB00475,DB01351,48
DB00477,DB00722,48
DB01628,DB01095,46
DB00264,DB09120,72
DB01351,DB00395,48
DB00612,DB06697,46
DB00771,DB09128,48
DB01320,DB01100,3
DB00264,DB00734,72
DB09280,DB00759,3
DB01033,DB04854,72
DB01351,DB00933,48
DB01238,DB01351,48
DB00590,DB00221,4
DB00545,DB08807,53
DB00474,DB00494,48
DB01551,DB09166,48
DB00852,DB00927,75
DB00387,DB00810,48
DB00196,DB00900,66
DB00898,DB00765,31
DB09091,DB00677,48
DB09038,DB01149,8
DB00839,DB00636,8
DB00908,DB00743,19
DB00377,DB00908,46
DB00615,DB01129,3
DB00912,DB00936,8
DB06820,DB01076,48
DB00245,DB09290,38
DB00757,DB00734,19
DB01169,DB04861,48
DB09053,DB00541,72
DB00244,DB00860,48
DB01100,DB01233,19
DB00500,DB01013,48
DB00715,DB00370,48
DB01242,DB01063,48
DB00933,DB00434,48
DB00518,DB00976,46
DB00448,DB00196,72
DB05381,DB00176,46
DB00589,DB00528,48
DB01435,DB00503,46
DB00599,DB04842,48
DB01116,DB00454,48
DB00559,DB00402,74
DB09320,DB00385,74
DB00539,DB00757,19
DB01201,DB00444,3
DB01010,DB12278,69
DB00524,DB00908,72
DB01175,DB01591,19
DB01182,DB01069,19
DB01186,DB04794,48
DB00356,DB00434,48
DB01238,DB00790,59
DB00543,DB00035,48
DB06605,DB01223,74
DB08873,DB08933,72
DB00543,DB00238,46
DB00645,DB01175,48
DB00418,DB00747,48
DB00623,DB00715,46
DB00966,DB01580,59
DB06016,DB01149,46
DB09091,DB01245,48
DB08991,DB00596,48
DB00318,DB00391,48
DB00373,DB09238,59
DB06207,DB01291,4
DB00418,DB01178,48
DB01229,DB08901,48
DB06711,DB04861,24
DB00692,DB01224,48
DB00908,DB00218,19
DB01201,DB05109,74
DB06724,DB04868,74
DB00780,DB00755,48
DB00321,DB06153,48
DB00470,DB09074,72
DB00912,DB01251,8
DB00864,DB09063,72
DB00553,DB09118,72
DB12278,DB00956,48
DB01029,DB08816,46
DB00608,DB00862,19
DB00182,DB00458,46
DB12070,DB01104,46
DB00368,DB00543,36
DB00474,DB00737,48
DB11575,DB06717,72
DB00680,DB01452,59
DB00327,DB01623,48
DB00795,DB13783,48
DB00310,DB06702,72
DB00247,DB02701,48
DB00312,DB01551,3
DB04572,DB05521,46
DB01435,DB00951,46
DB00949,DB06700,48
DB01551,DB06603,72
DB13783,DB01395,69
DB01186,DB01263,46
DB00945,DB00395,76
DB00203,DB04908,48
DB00379,DB00289,46
DB13783,DB00635,48
DB00436,DB00809,72
DB01064,DB13323,81
DB01590,DB00602,72
DB00820,DB00976,72
DB00474,DB09236,3
DB01024,DB09091,48
DB00589,DB06287,48
DB00599,DB01065,48
DB00802,DB00503,72
DB00477,DB00494,48
DB00743,DB01623,19
DB08903,DB00263,19
DB01159,DB00450,15
DB00220,DB00839,69
DB01068,DB01069,48
DB01437,DB00588,48
DB00726,DB00224,46
DB00323,DB00393,48
DB01418,DB08860,5
DB08807,DB09082,13
DB09286,DB00691,48
DB01623,DB00413,31
DB00363,DB09072,15
DB01168,DB01064,48
DB00565,DB06696,39
DB01401,DB03585,48
DB01100,DB06402,19
DB00604,DB00363,19
DB01220,DB08873,72
DB00959,DB01264,72
DB01058,DB00203,46
DB00862,DB00195,9
DB05109,DB00440,46
DB01045,DB01087,3
DB00898,DB00557,15
DB01189,DB00527,48
DB06737,DB01222,48
DB00688,DB00735,48
DB08918,DB00420,46
DB08807,DB01014,36
DB00223,DB00483,48
DB00418,DB09085,48
DB00264,DB06218,24
DB06724,DB08860,74
DB00835,DB00220,46
DB01283,DB00838,48
DB01169,DB04855,32
DB00731,DB06700,8
DB00275,DB00482,48
DB01218,DB01015,46
DB01628,DB08905,48
DB01222,DB01137,48
DB00316,DB08816,46
DB00308,DB00196,19
DB00852,DB04841,75
DB08807,DB00972,36
DB00418,DB00400,74
DB00315,DB00669,48
DB01009,DB00588,48
DB06216,DB12332,46
DB09068,DB00224,46
DB00461,DB01283,48
DB01339,DB00254,20
DB08918,DB01211,72
DB00559,DB00231,74
DB00573,DB01628,48
DB00925,DB00633,48
DB00620,DB00091,46
DB00780,DB00246,48
DB01186,DB00813,48
DB00738,DB00254,46
DB00483,DB00254,20
DB00800,DB00866,59
DB06153,DB08910,48
DB06792,DB00817,74
DB08867,DB01072,72
DB00906,DB00196,46
DB11636,DB11268,69
DB00677,DB01116,69
DB01228,DB01403,46
DB00323,DB01068,48
DB00187,DB01397,36
DB01045,DB00857,74
DB00681,DB01203,48
DB00735,DB01234,48
DB00844,DB01159,48
DB08439,DB06700,52
DB00563,DB09212,72
DB08903,DB01211,72
DB06697,DB00582,46
DB00178,DB01628,48
DB06725,DB01222,48
DB00744,DB04855,46
DB01172,DB00605,71
DB00343,DB01685,46
DB01028,DB01452,48
DB00245,DB01081,48
DB00899,DB01452,48
DB00735,DB00524,69
DB00436,DB06700,54
DB06820,DB09230,48
DB01189,DB04953,48
DB00363,DB00857,46
DB00470,DB00184,46
DB00359,DB00705,46
DB00624,DB00177,46
DB09282,DB00264,59
DB00474,DB06690,48
DB01166,DB09063,72
DB01100,DB06594,48
DB00238,DB01224,74
DB00458,DB01069,48
DB00203,DB00521,9
DB01320,DB00912,3
DB00206,DB00333,48
DB00497,DB01159,48
DB03756,DB12332,46
DB09027,DB00264,72
DB00862,DB01023,9
DB01403,DB00557,15
DB00850,DB09074,46
DB00418,DB00484,15
DB09282,DB00800,59
DB09085,DB00715,48
DB00203,DB09119,46
DB00420,DB00557,15
DB01243,DB01244,48
DB00179,DB00744,48
DB00418,DB00176,48
DB00599,DB04953,48
DB01357,DB01583,69
DB00715,DB01026,46
DB00175,DB00745,72
DB00203,DB04948,9
DB00292,DB00413,31
DB12598,DB06441,5
DB01253,DB01254,72
DB01017,DB09268,69
DB01349,DB01014,48
DB01431,DB00976,46
DB13783,DB00966,69
DB01283,DB00263,46
DB00238,DB00234,3
DB01412,DB12332,46
DB00238,DB06414,3
DB01045,DB01138,3
DB01076,DB09330,72
DB11560,DB00177,46
DB01399,DB00720,48
DB09295,DB00939,48
DB00970,DB08895,33
DB01222,DB01233,48
DB01418,DB02546,5
DB00681,DB04743,48
DB01466,DB08873,46
DB00720,DB00955,23
DB01452,DB01615,48
DB01227,DB09345,48
DB01267,DB06144,48
DB00873,DB00951,74
DB00312,DB01235,48
DB01275,DB00939,36
DB00637,DB00705,81
DB00610,DB00248,70
DB00433,DB00264,46
DB00497,DB00323,48
DB11817,DB00257,46
DB00179,DB01628,48
DB01232,DB00951,46
DB00214,DB01580,59
DB00620,DB00331,69
DB01086,DB06204,15
DB00238,DB00317,74
DB00599,DB00381,59
DB00195,DB06697,46
DB00203,DB00472,46
DB01580,DB08941,48
DB01628,DB00752,46
DB01232,DB00213,72
DB00655,DB08804,73
DB00873,DB09067,69
DB00683,DB09017,48
DB09076,DB00810,1
DB08881,DB00557,19
DB00731,DB08804,8
DB00400,DB09231,48
DB00376,DB11315,48
DB00686,DB04552,5
DB00684,DB12598,71
DB00278,DB00254,46
DB01238,DB01254,72
DB00972,DB01623,15
DB01580,DB00700,48
DB01227,DB01463,48
DB00880,DB01252,69
DB00327,DB00384,48
DB00488,DB01168,29
DB00402,DB05246,48
DB01166,DB09330,72
DB08907,DB02703,72
DB00782,DB00967,48
DB09221,DB00859,74
DB00969,DB00263,46
DB01199,DB00652,48
DB09048,DB01076,48
DB01274,DB01015,46
DB00343,DB05265,46
DB09167,DB00780,63
DB13783,DB00779,26
DB00818,DB00771,48
DB01559,DB00705,46
DB00908,DB09281,71
DB00692,DB00633,48
DB00921,DB00503,72
DB00502,DB06216,48
DB01348,DB00735,48
DB09286,DB05271,31
DB00543,DB01411,69
DB00831,DB00985,48
DB00475,DB00765,31
DB00997,DB00238,72
DB01029,DB05812,72
DB00968,DB00696,70
DB01628,DB11921,48
DB01365,DB00985,75
DB00615,DB08867,74
DB01628,DB01047,48
DB00363,DB05039,19
DB02638,DB09070,59
DB00511,DB01070,81
DB00680,DB00960,59
DB04876,DB01357,74
DB01221,DB01355,48
DB00187,DB01014,36
DB00353,DB00444,48
DB01224,DB00765,31
DB00434,DB00486,15
DB09038,DB00817,8
DB13595,DB01380,2
DB00997,DB00316,72
DB00469,DB06736,48
DB00277,DB00359,46
DB08991,DB00399,48
DB01351,DB01017,15
DB09272,DB01045,72
DB08865,DB00207,19
DB09078,DB09080,19
DB00963,DB00287,69
DB00735,DB00784,48
DB01351,DB00594,59
DB00688,DB00860,48
DB01437,DB00395,48
DB00835,DB00752,46
DB04840,DB00333,46
DB00983,DB09238,46
DB09039,DB01015,19
DB00637,DB00363,46
DB00177,DB00208,46
DB00238,DB00394,74
DB01128,DB02703,72
DB00541,DB03796,72
DB01452,DB00356,48
DB00590,DB00796,48
DB11126,DB09235,69
DB00333,DB01241,46
DB00247,DB01628,48
DB01238,DB00771,48
DB01577,DB08967,75
DB01282,DB01235,29
DB01248,DB01188,46
DB00683,DB01440,48
DB01201,DB06772,3
DB00528,DB09070,59
DB06216,DB06203,69
DB00422,DB00705,46
DB01189,DB00528,48
DB01168,DB01580,59
DB00177,DB01401,48
DB01114,DB00557,15
DB01359,DB00861,36
DB00945,DB00720,48
DB00921,DB00418,15
