d1,d2,type
DB06696,DB00337,71
DB06589,DB00468,72
DB00454,DB00477,46
DB07615,DB00235,52
DB00633,DB09204,24
DB00312,DB00494,48
DB01168,DB01274,48
DB08864,DB09118,72
DB01168,DB09128,48
DB09272,DB00503,72
DB00826,DB04743,48
DB01247,DB00401,59
DB00477,DB01151,19
DB00297,DB00949,48
DB01002,DB06636,46
DB01029,DB00205,46
DB01452,DB00765,31
DB01587,DB09048,72
DB00675,DB00908,72
DB01186,DB00683,48
DB06690,DB00434,48
DB00374,DB00834,72
DB00474,DB04844,48
DB01563,DB01202,48
DB00957,DB00222,69
DB01050,DB00880,69
DB00731,DB01059,8
DB01274,DB00264,46
DB00224,DB06287,48
DB01377,DB00136,72
DB01182,DB09330,72
DB01030,DB01182,72
DB09345,DB00765,31
DB00395,DB00540,48
DB00564,DB00222,3
DB00559,DB05351,74
DB06690,DB00391,48
DB01041,DB00497,15
DB01628,DB06736,48
DB00455,DB00705,46
DB09078,DB00656,19
DB01232,DB00195,46
DB12364,DB09216,65
DB01165,DB00871,19
DB00752,DB01182,72
DB00568,DB01321,46
DB01054,DB09104,48
DB00461,DB00770,69
DB01338,DB08893,48
DB00418,DB00799,3
DB00796,DB00768,48
DB00633,DB00341,48
DB01433,DB00557,15
DB01193,DB08822,48
DB00862,DB00774,9
DB00477,DB04868,46
DB00694,DB00586,71
DB04946,DB00283,46
DB00270,DB00968,48
DB01029,DB08991,48
DB00263,DB00621,8
DB00849,DB13025,48
DB00701,DB12332,46
DB00889,DB09167,46
DB00908,DB00726,19
DB01559,DB00622,46
DB00972,DB01260,48
DB00873,DB03793,69
DB00492,DB00964,48
DB00270,DB01264,46
DB00454,DB00199,46
DB08899,DB01392,74
DB00370,DB00230,15
DB00682,DB00822,72
DB00933,DB09342,48
DB01174,DB00764,74
DB06594,DB09166,48
DB00564,DB00857,3
DB00679,DB01595,48
DB01002,DB00575,48
DB00277,DB00482,46
DB01009,DB00313,46
DB01227,DB00208,46
DB00972,DB00240,48
DB12532,DB00273,48
DB00738,DB04871,46
DB00983,DB00195,46
DB00949,DB00765,31
DB08912,DB08860,74
DB09167,DB09449,48
DB01235,DB00283,46
DB00564,DB06739,3
DB00482,DB00705,46
DB00477,DB00436,48
DB00673,DB00977,74
DB06207,DB12001,72
DB00338,DB01601,46
DB00270,DB01321,46
DB00816,DB01407,48
DB00471,DB00678,46
DB01169,DB01054,48
DB01418,DB08887,5
DB01370,DB01077,74
DB00295,DB00652,48
DB00855,DB00511,57
DB09027,DB12026,72
DB01009,DB13783,48
DB00278,DB01399,5
DB00427,DB01202,48
DB01083,DB00837,74
DB01091,DB00900,66
DB00482,DB00254,46
DB00596,DB00621,73
DB00195,DB00528,59
DB00412,DB00285,8
DB00933,DB01544,48
DB00738,DB01685,46
DB00633,DB01612,48
DB00701,DB05521,46
DB00571,DB00283,46
DB00850,DB01299,72
DB01587,DB01026,46
DB00169,DB01211,46
DB01054,DB01324,59
DB00435,DB08907,48
DB11268,DB00939,5
DB00243,DB00602,72
DB00631,DB01236,48
DB00631,DB01275,48
DB00380,DB01396,57
DB00820,DB00492,9
DB06196,DB01047,48
DB00736,DB06616,74
DB00209,DB00708,48
DB00958,DB00511,57
DB00230,DB09068,7
DB00496,DB00899,48
DB00805,DB00264,53
DB01609,DB00768,74
DB01222,DB01263,72
DB08899,DB00339,74
DB01253,DB01238,48
DB06826,DB00765,59
DB00212,DB04948,59
DB00797,DB00633,48
DB00860,DB01059,48
DB11362,DB00775,5
DB06764,DB01247,70
DB00435,DB00698,48
DB00490,DB01437,48
DB00454,DB06603,72
DB00631,DB00350,48
DB00508,DB05246,48
DB00316,DB00412,46
DB08865,DB01259,19
DB00631,DB00187,48
DB09102,DB00254,46
DB00178,DB01283,48
DB01587,DB06204,15
DB09352,DB00557,75
DB08916,DB00477,72
DB00768,DB08991,48
DB01418,DB08865,46
DB00227,DB09102,72
DB00195,DB00727,48
DB00862,DB00519,9
DB00708,DB01209,48
DB00933,DB00951,46
DB06707,DB01359,24
DB08439,DB01059,26
DB00370,DB01202,15
DB00652,DB01081,48
DB09053,DB00259,72
DB00991,DB01435,48
DB00426,DB00285,46
DB01174,DB09227,3
DB01588,DB00661,46
DB01057,DB11315,69
DB00630,DB01172,23
DB00633,DB09017,48
DB01595,DB00656,48
DB06711,DB09167,36
DB00374,DB01250,48
DB00582,DB00568,48
DB01563,DB01621,48
DB01399,DB06781,48
DB00933,DB09275,66
DB01254,DB00220,72
DB00731,DB00283,46
DB04876,DB01180,48
DB01174,DB01351,48
DB00347,DB00246,46
DB01403,DB00708,15
DB06237,DB01021,9
DB01178,DB09068,48
DB00401,DB09118,72
DB11156,DB00445,39
DB01182,DB01254,72
DB01348,DB00977,74
DB00312,DB01182,74
DB09215,DB01077,48
DB01628,DB04574,48
DB00264,DB08933,72
DB11362,DB09048,72
DB06204,DB00496,46
DB01107,DB01601,46
DB09009,DB00748,48
DB00397,DB00310,82
DB01161,DB00486,15
DB06207,DB01100,72
DB00179,DB01609,48
DB06739,DB00412,46
DB00349,DB00494,48
DB00381,DB00176,46
DB00465,DB00179,48
DB00850,DB01218,72
DB01397,DB00917,69
DB00939,DB00655,48
DB01338,DB06738,48
DB00489,DB00557,19
DB00370,DB00514,48
DB00482,DB00394,48
DB01353,DB00697,48
DB00598,DB01264,72
DB00327,DB01615,48
DB01226,DB06696,39
DB00273,DB01202,48
DB01168,DB01224,48
DB00390,DB00283,46
DB00295,DB04908,48
DB00757,DB00908,46
DB00446,DB00898,48
DB00556,DB00818,19
DB04953,DB06700,48
DB09095,DB00483,48
DB06695,DB01628,5
DB01242,DB00482,46
DB00237,DB00455,48
DB01236,DB00765,31
DB00972,DB01241,46
DB01229,DB00480,48
DB06594,DB00176,72
DB08903,DB09048,72
DB00972,DB01046,69
DB01233,DB06144,48
DB00696,DB00508,48
DB00482,DB09449,56
DB00508,DB00612,59
DB00264,DB08909,72
DB00564,DB00660,48
DB09220,DB00706,59
DB00312,DB00455,3
DB01433,DB04953,48
DB01587,DB00458,48
DB06603,DB09082,19
DB11828,DB00199,46
DB00635,DB00284,69
DB00179,DB00860,48
DB08860,DB00289,72
DB01628,DB00207,46
DB00264,DB00751,72
DB01184,DB06603,72
DB01227,DB01219,48
DB01303,DB09120,46
DB00688,DB00220,46
DB09078,DB00091,46
DB01626,DB06148,48
DB09034,DB00683,15
DB01433,DB00035,48
DB00521,DB00586,36
DB03793,DB00996,48
DB00502,DB00273,48
DB00449,DB01021,82
DB00253,DB01021,82
DB00245,DB00708,48
DB06690,DB13872,48
DB00598,DB00688,36
DB06204,DB00765,31
DB06144,DB01264,72
DB00802,DB00933,48
DB06282,DB08820,72
DB00924,DB00771,48
DB01126,DB01601,72
DB00476,DB00397,84
DB01283,DB01685,46
DB00829,DB09286,48
DB00672,DB06799,72
DB06802,DB00788,48
DB00245,DB01601,46
DB00843,DB08820,72
DB00764,DB00220,72
DB00281,DB00933,48
DB01174,DB00625,3
DB01174,DB00906,3
DB00690,DB01211,46
DB00412,DB00227,46
DB01100,DB00645,48
DB00508,DB01390,66
DB00586,DB08880,48
DB09026,DB00482,36
DB00556,DB00529,19
DB00598,DB01427,59
DB00643,DB06290,72
DB01021,DB00531,48
DB01197,DB00972,48
DB00991,DB08819,69
DB00909,DB01501,48
DB00477,DB09291,46
DB00402,DB01353,48
DB09068,DB09071,48
DB00946,DB00972,5
DB00849,DB00519,59
DB01021,DB09235,59
DB01168,DB00521,59
DB00275,DB00765,59
DB01595,DB00349,48
DB01174,DB04845,74
DB01159,DB06716,48
DB00195,DB00289,46
DB00972,DB00934,15
DB01418,DB04575,11
DB00448,DB09138,69
DB00633,DB00678,48
DB00346,DB00633,4
DB08875,DB01029,46
DB00477,DB01104,19
DB00617,DB02703,72
DB04576,DB09275,66
DB00373,DB00273,46
DB04573,DB01583,69
DB06237,DB00283,72
DB01628,DB06725,48
DB01186,DB01297,24
DB00909,DB00196,46
DB00908,DB01242,19
DB00804,DB00908,48
DB00708,DB01176,48
DB00896,DB01233,48
DB04876,DB00519,48
DB05521,DB08816,10
DB01047,DB00976,72
DB00401,DB00968,48
DB00363,DB01002,48
DB00598,DB09118,46
DB00450,DB00104,19
DB01544,DB00765,31
DB00471,DB01232,46
DB00615,DB11915,3
DB01563,DB08987,48
DB00445,DB01097,48
DB01200,DB00244,8
DB00924,DB00951,46
DB01418,DB00179,5
DB00708,DB13323,48
DB00497,DB00742,48
DB00308,DB01623,19
DB00908,DB06724,71
DB09095,DB04575,72
DB00829,DB09238,46
DB08820,DB00872,72
DB06707,DB01171,70
DB00327,DB00486,15
DB00591,DB00621,73
DB06781,DB09220,48
DB06697,DB06663,19
DB01203,DB00765,59
DB00474,DB00842,48
DB01283,DB02709,48
DB00782,DB06738,48
DB00813,DB06690,48
DB01224,DB00738,19
DB01184,DB04953,19
DB00519,DB00598,48
DB00308,DB01224,32
DB01159,DB01095,46
DB00564,DB01020,3
DB01107,DB00482,46
DB09241,DB00765,59
DB11737,DB00199,46
DB06207,DB01045,72
DB01589,DB09065,46
DB11315,DB00486,84
DB00199,DB00934,19
DB08981,DB00663,48
DB00813,DB09125,48
DB01253,DB00951,48
DB00841,DB00880,82
DB01156,DB08865,72
DB00474,DB00519,59
DB00374,DB06725,48
DB08797,DB00896,48
DB00370,DB06203,72
DB00962,DB00343,46
DB01609,DB00748,74
DB08816,DB09543,48
DB00195,DB00287,59
DB09570,DB00268,46
DB06813,DB08981,72
DB00584,DB01283,48
DB06201,DB00854,48
DB01615,DB00321,48
DB06216,DB09068,48
DB06702,DB09272,38
DB01320,DB00377,3
DB01201,DB06589,74
DB09118,DB09167,46
DB00310,DB00564,48
DB00768,DB09074,46
DB00553,DB01026,46
DB00263,DB00331,8
DB08903,DB06825,19
DB00559,DB00586,74
DB00387,DB01227,48
DB00392,DB01466,48
DB00317,DB00908,46
DB01098,DB09167,46
DB01595,DB08922,48
DB00712,DB00394,48
DB09215,DB00035,48
DB00245,DB00264,46
DB09227,DB00195,48
DB01032,DB08864,74
DB08903,DB00834,19
DB01589,DB06414,46
DB09288,DB00035,48
DB00617,DB00246,46
DB01356,DB01628,72
DB00735,DB01047,48
DB01626,DB01240,59
DB00866,DB00768,36
DB00972,DB00655,48
DB06742,DB00285,46
DB04574,DB00199,46
DB00489,DB01029,48
DB00738,DB00280,8
DB08875,DB00511,57
DB01559,DB01264,46
DB00435,DB00887,48
DB09232,DB00524,48
DB00788,DB01222,48
DB00238,DB01559,3
DB01091,DB09232,48
DB01595,DB01065,48
DB01588,DB01017,15
DB00908,DB01390,71
DB00852,DB08967,75
DB01238,DB00708,59
DB04861,DB00765,59
DB00390,DB09102,72
DB00498,DB00939,5
DB00327,DB00199,46
DB00759,DB00199,46
DB00454,DB00497,48
DB09167,DB00871,48
DB00872,DB06742,72
DB01074,DB00908,46
DB01172,DB00870,71
DB01466,DB08922,48
DB00312,DB00880,29
DB00647,DB08865,46
DB08828,DB08820,72
DB01218,DB04868,72
DB00972,DB00898,15
DB00859,DB00390,74
DB12598,DB00768,5
DB00869,DB01392,36
DB00297,DB06282,48
DB00398,DB08873,72
DB06605,DB06287,48
DB09095,DB08873,72
DB09570,DB00454,48
DB09570,DB01129,46
DB00395,DB00208,46
DB00188,DB00511,57
DB01399,DB02709,48
DB01390,DB00859,74
DB01114,DB00765,31
DB00176,DB01253,48
DB08912,DB00799,74
DB00732,DB01172,39
DB01165,DB02546,19
DB01392,DB06697,46
DB01253,DB05381,48
DB01159,DB00951,46
DB09166,DB00270,46
DB00486,DB00999,48
DB08918,DB01466,63
DB06207,DB06717,72
DB01421,DB01628,71
DB06700,DB00497,63
DB00261,DB06589,19
DB04855,DB06699,19
DB01189,DB00427,48
DB01251,DB00446,46
DB01283,DB00630,48
DB00556,DB00537,19
DB09245,DB00492,59
DB00264,DB00903,48
DB00752,DB00880,59
DB00199,DB01142,19
DB00420,DB01588,48
DB00512,DB06802,72
DB01174,DB01203,59
DB00880,DB09026,48
DB09204,DB00492,48
DB09280,DB01223,3
DB00264,DB00420,72
DB08899,DB00347,74
DB06207,DB00584,72
DB00477,DB08941,48
DB01222,DB00238,72
DB00292,DB00508,48
DB00962,DB00241,48
DB01206,DB00752,46
DB00575,DB08910,48
DB00750,DB06738,48
DB01628,DB00313,46
DB08873,DB00278,74
DB00750,DB01452,48
DB00683,DB00747,48
DB00645,DB01018,48
DB00401,DB06695,76
DB00604,DB00793,72
DB00972,DB00436,69
DB06690,DB00588,48
DB00610,DB00816,48
DB00186,DB01174,48
DB00409,DB00195,46
DB00497,DB01267,48
DB00625,DB00768,48
DB00361,DB00305,48
DB01081,DB01626,48
DB00617,DB00343,46
DB00543,DB00765,31
DB00896,DB00358,48
DB06216,DB01106,48
DB08864,DB00203,72
DB00564,DB02187,74
DB00231,DB00289,46
DB13595,DB06589,74
DB09292,DB00939,48
DB00564,DB00440,3
DB00701,DB06636,46
DB00599,DB00568,3
DB01433,DB01626,48
DB00471,DB09330,72
DB06802,DB00158,69
DB09227,DB00196,72
DB00564,DB00454,3
DB01591,DB02513,46
DB00699,DB01369,48
DB00231,DB09065,46
DB00708,DB00313,48
DB00014,DB01142,19
DB00899,DB01021,48
DB01628,DB00524,69
DB00358,DB00670,69
DB00764,DB04576,48
DB00308,DB01268,19
DB01618,DB00273,48
DB12364,DB01399,65
DB01041,DB08816,46
DB00991,DB00169,46
DB01087,DB04953,19
DB00936,DB00270,48
DB06616,DB00196,72
DB00482,DB00476,52
DB00654,DB00960,59
DB09282,DB00195,59
DB00656,DB08873,72
DB00184,DB00482,46
DB01589,DB00834,72
DB01422,DB01054,48
DB00344,DB00482,46
DB09167,DB00857,46
DB00333,DB09272,38
DB00738,DB05812,72
DB01250,DB00300,48
DB00636,DB01232,46
DB00567,DB00199,46
DB00195,DB09235,59
DB00401,DB00964,48
DB01173,DB01437,15
DB01244,DB00199,46
DB00933,DB00949,48
DB00206,DB09068,48
DB05294,DB01001,19
DB00683,DB00320,46
DB00312,DB00136,3
DB00297,DB06738,48
DB00315,DB00281,46
DB00492,DB01197,48
DB01295,DB00744,36
DB08903,DB01591,19
DB01189,DB00455,48
DB01628,DB00349,46
DB01200,DB00899,48
DB08860,DB01229,72
DB00281,DB00768,48
DB01220,DB00345,72
DB00633,DB09128,48
DB00381,DB09063,72
DB00412,DB08881,72
DB00508,DB06724,66
DB06690,DB00458,48
DB01558,DB00557,15
DB06212,DB00820,72
DB09040,DB01095,48
DB00683,DB00906,48
DB03585,DB00896,48
DB06589,DB00091,72
DB00556,DB01274,19
DB00564,DB01136,3
DB00477,DB01113,48
DB00266,DB06441,5
DB00208,DB00196,46
DB00846,DB00677,48
DB06737,DB09216,48
DB01174,DB09292,59
DB00872,DB06144,72
DB09183,DB00482,46
DB00687,DB00880,82
DB01054,DB00673,72
DB01168,DB00590,59
DB06736,DB01059,26
DB00564,DB00185,3
DB01074,DB04572,46
DB00418,DB00273,48
DB00843,DB01601,46
DB00946,DB09167,46
DB00295,DB01054,48
DB13595,DB00896,2
DB05294,DB00270,19
DB00627,DB09270,48
DB00768,DB09095,48
DB01256,DB08820,72
DB08880,DB00370,74
DB00699,DB01253,48
DB01338,DB01377,20
DB00559,DB00908,74
DB00712,DB05676,48
DB09138,DB01578,23
DB01424,DB00482,46
DB00564,DB00672,3
DB01221,DB00482,46
DB00723,DB01577,48
DB09038,DB01626,8
DB01589,DB00470,15
DB00628,DB08873,46
DB00844,DB00486,15
DB01202,DB00486,15
DB09093,DB00523,48
DB11362,DB00619,46
DB08808,DB01392,36
DB06287,DB09048,72
DB00353,DB00598,18
DB01169,DB00195,48
DB04743,DB00880,69
DB08941,DB09273,48
DB00598,DB00661,48
DB01587,DB00976,46
DB05351,DB00320,46
DB01002,DB09009,48
DB01320,DB08820,74
DB01008,DB00738,72
DB01356,DB09153,64
DB00531,DB06287,14
DB00691,DB01054,59
DB00939,DB04865,48
DB00182,DB01001,48
DB00499,DB09167,46
DB00305,DB00363,48
DB00477,DB00722,48
DB00754,DB01501,48
DB00959,DB08865,46
DB00768,DB01013,48
DB00647,DB01563,48
DB00737,DB04908,48
DB00876,DB00482,48
DB00564,DB00802,3
DB00477,DB01544,48
DB09068,DB00904,63
DB00908,DB09289,19
DB00332,DB00496,48
DB00850,DB00765,31
DB01228,DB09065,72
DB06712,DB01211,46
DB09147,DB06782,56
DB08865,DB00916,19
DB01174,DB00869,3
DB01201,DB00639,72
DB01165,DB01591,19
DB00264,DB00968,48
DB01174,DB00771,48
DB01181,DB00273,46
DB06690,DB00296,48
DB00545,DB01297,53
DB08976,DB00482,48
DB08860,DB08933,72
DB01588,DB00227,46
DB01203,DB00511,53
DB00903,DB00483,16
DB01174,DB01612,59
DB00980,DB01501,48
DB06210,DB01132,46
DB00232,DB01029,48
DB00972,DB00932,52
DB00701,DB00177,46
DB00908,DB00193,69
DB00599,DB01437,48
DB00617,DB00678,46
DB01410,DB01021,82
DB00996,DB01501,48
DB00220,DB09198,46
DB08867,DB00705,72
DB00492,DB09215,48
DB01203,DB00972,36
DB00939,DB03585,48
DB09216,DB00808,69
DB06589,DB00379,46
DB06724,DB00859,74
DB00483,DB00611,48
DB01218,DB09039,46
DB01426,DB00477,46
DB00308,DB00927,19
DB09242,DB01297,24
DB00736,DB00246,46
DB00511,DB01611,72
DB00956,DB01587,15
DB01054,DB01076,48
DB01624,DB00014,19
DB01283,DB00180,48
DB01138,DB08816,46
DB00482,DB00467,26
DB00391,DB00748,48
DB08981,DB00999,69
DB08865,DB00257,46
DB01618,DB09097,69
DB01035,DB08865,19
DB00455,DB00177,46
DB01057,DB00572,69
DB00569,DB05676,5
DB00458,DB00768,48
DB01466,DB01142,48
DB01054,DB01612,48
DB00401,DB01397,48
DB08815,DB00768,48
DB00570,DB00199,72
DB00637,DB00264,46
DB00708,DB01202,48
DB00631,DB00966,48
DB04842,DB00768,48
DB00556,DB00344,19
DB01182,DB08868,19
DB00674,DB01116,69
DB00564,DB00490,3
DB09283,DB01250,48
DB00645,DB00967,48
DB01174,DB01098,3
DB00908,DB01132,46
DB06702,DB08820,72
DB00104,DB06203,69
DB00617,DB08880,46
DB00381,DB00968,48
DB00829,DB09118,72
DB00315,DB00889,63
DB00238,DB01002,3
DB00395,DB04841,48
DB00495,DB00482,46
DB09216,DB00232,69
DB01154,DB00568,3
DB01219,DB00270,46
DB01174,DB09091,74
DB01159,DB00434,48
DB00179,DB04552,48
DB01106,DB00472,48
DB00334,DB01174,48
DB01283,DB00596,48
DB00854,DB00296,48
DB01595,DB01154,48
DB01563,DB00747,48
DB01159,DB01241,46
DB01364,DB01200,70
DB00531,DB01029,46
DB00436,DB00483,72
DB00623,DB01615,48
DB11609,DB00273,48
DB00553,DB00257,46
DB01004,DB00649,48
DB05351,DB09330,72
DB01256,DB08865,46
DB00564,DB01216,3
DB00933,DB01178,48
DB00327,DB00750,48
DB00765,DB00450,48
DB09053,DB00745,72
DB00628,DB01563,48
DB09053,DB00501,72
DB09053,DB00599,72
DB00443,DB00412,69
DB00318,DB01589,48
DB00683,DB09166,48
DB12026,DB00203,46
DB09204,DB01159,48
DB00744,DB09138,48
DB00670,DB00802,48
DB01162,DB06152,4
DB11915,DB00679,46
DB01166,DB00235,5
DB06155,DB08820,72
DB01175,DB00557,19
DB01159,DB09073,72
DB09053,DB00945,48
DB00708,DB09048,72
DB01181,DB00446,46
DB01192,DB00195,46
DB01587,DB01068,48
DB00497,DB00296,48
DB00553,DB12332,46
DB01587,DB00321,48
DB01047,DB00674,48
DB01177,DB00476,46
DB00277,DB04576,46
DB06663,DB08868,53
DB00857,DB08864,74
DB00327,DB00497,48
DB00391,DB01437,48
DB00849,DB00571,59
DB13879,DB06695,76
DB06802,DB01708,48
DB04868,DB06663,19
DB00871,DB01021,82
DB01211,DB00927,19
DB06696,DB12598,71
DB08860,DB01406,72
DB01002,DB00950,48
DB08820,DB00238,72
DB06772,DB09280,72
DB00228,DB01563,48
DB00586,DB00630,48
DB00454,DB00427,48
DB00540,DB00035,48
DB01041,DB01615,15
DB03793,DB00681,69
DB00297,DB01037,48
DB01551,DB01615,48
DB01194,DB09330,72
DB00801,DB01615,48
DB00831,DB09068,48
DB09297,DB00270,46
DB00796,DB11362,59
DB00631,DB00325,48
DB00527,DB00849,48
DB00474,DB01395,69
DB01392,DB06702,76
DB08864,DB04946,72
DB01392,DB00472,46
DB01452,DB09068,48
DB00179,DB01133,48
DB01587,DB09065,46
DB00748,DB00366,15
DB00672,DB01059,8
DB01029,DB06702,76
DB00370,DB01545,15
DB00275,DB11362,59
DB01628,DB06636,46
DB00652,DB00588,48
DB00014,DB01016,69
DB00924,DB00950,48
DB09075,DB04573,11
DB01035,DB00482,46
DB00104,DB00968,53
DB00104,DB00674,53
DB01242,DB01106,48
DB00297,DB01020,48
DB00969,DB01026,72
DB09232,DB01189,48
DB09167,DB01583,81
DB00623,DB01563,48
DB00363,DB00633,48
DB00862,DB00706,59
DB00696,DB00270,46
DB00854,DB00321,48
DB01223,DB00203,46
DB06792,DB00584,74
DB00945,DB00482,48
DB00390,DB00708,53
DB00919,DB00939,71
DB00933,DB00909,48
DB00633,DB00906,48
DB00603,DB01026,72
DB00496,DB00582,46
DB00482,DB04743,48
DB01320,DB00829,72
DB06267,DB00880,9
DB00862,DB01090,9
DB06216,DB01353,48
DB00547,DB00977,72
DB00602,DB00246,46
DB00321,DB01626,63
DB00794,DB01295,74
DB04272,DB04573,11
DB01615,DB01087,72
DB00559,DB00297,74
DB00179,DB07615,48
DB01136,DB09216,59
DB01615,DB06724,66
DB09143,DB09048,72
DB01392,DB09330,72
DB00454,DB00195,46
DB00806,DB11362,59
DB01351,DB01501,48
DB00468,DB06603,72
DB00297,DB00726,48
DB00218,DB00334,19
DB00339,DB01167,46
DB00571,DB01182,72
DB01628,DB00907,46
DB00946,DB00179,5
DB00418,DB01628,3
DB00370,DB00543,15
DB08910,DB00208,46
DB01283,DB00685,26
DB00708,DB00343,46
DB00768,DB00653,15
DB01260,DB00483,48
DB00436,DB08822,48
DB00175,DB06210,72
DB01029,DB04948,59
DB00633,DB00747,48
DB01261,DB00196,46
DB00849,DB01241,46
DB00758,DB09167,46
DB09300,DB06148,1
DB01590,DB00305,72
DB00939,DB08906,48
DB06480,DB00508,72
DB03128,DB04871,46
DB06772,DB01072,72
DB04938,DB01263,72
DB00287,DB00381,59
DB00564,DB01261,3
DB00281,DB01615,48
DB01174,DB01239,48
DB01351,DB00750,48
DB00743,DB01059,19
DB00972,DB00223,48
DB01122,DB01297,53
DB08887,DB00936,48
DB01174,DB01359,59
DB01218,DB05812,72
DB00712,DB09095,48
DB00598,DB08932,59
DB00921,DB09125,48
DB06210,DB00268,46
DB01325,DB00219,72
DB09225,DB01200,69
DB00268,DB00220,46
DB00477,DB01240,48
DB01394,DB01601,72
DB01319,DB01601,74
DB09068,DB00349,46
DB06799,DB00937,74
DB00487,DB00511,57
DB06237,DB00196,72
DB00262,DB08895,33
DB00611,DB00427,48
DB01116,DB11609,48
DB08899,DB01182,74
DB00683,DB08918,48
DB01200,DB00278,72
DB00435,DB00421,48
DB08932,DB08820,72
DB00603,DB00834,72
DB01392,DB00363,46
DB00231,DB06717,72
DB00613,DB00381,72
DB06711,DB01253,70
DB01028,DB08816,46
DB00471,DB01264,46
DB06700,DB01211,46
DB00636,DB00203,46
DB01221,DB00933,48
DB00497,DB00608,46
DB05294,DB00556,19
DB00564,DB12483,3
DB00936,DB00991,48
DB01567,DB00283,48
DB00584,DB09276,48
DB08822,DB00519,48
DB01159,DB00835,48
