d1,d2,type
DB00264,DB00455,72
DB00480,DB00977,80
DB01182,DB00557,19
DB01227,DB01626,48
DB08887,DB00770,52
DB00683,DB00645,48
DB00199,DB04908,48
DB00564,DB09396,3
DB00924,DB00212,72
DB06772,DB00631,48
DB00494,DB00768,48
DB00603,DB00331,69
DB01563,DB00455,48
DB00569,DB01009,5
DB04938,DB04572,46
DB00908,DB01165,19
DB06589,DB00477,72
DB06145,DB00283,46
DB00496,DB00199,46
DB06207,DB00568,59
DB08981,DB00917,69
DB08903,DB00199,19
DB00617,DB01211,46
DB00683,DB00829,48
DB00401,DB00283,46
DB00683,DB00427,48
DB00564,DB01626,48
DB06144,DB09097,69
DB01589,DB00768,48
DB01159,DB01466,48
DB01029,DB00179,48
DB01168,DB01054,59
DB00635,DB01057,48
DB01177,DB01628,71
DB09396,DB00283,46
DB04930,DB00270,46
DB00412,DB00374,48
DB00708,DB01029,48
DB00617,DB08816,46
DB00553,DB00199,46
DB00636,DB00199,46
DB01168,DB00654,59
DB00497,DB09272,38
DB00474,DB01200,59
DB00483,DB00708,48
DB08864,DB01628,72
DB00880,DB00670,72
DB01172,DB00586,71
DB00736,DB00273,46
DB00862,DB01054,9
DB00370,DB00816,48
DB00738,DB01029,46
DB00822,DB08820,72
DB08903,DB06663,19
DB01563,DB00273,48
DB00496,DB01211,46
DB08867,DB08873,72
DB00908,DB08865,19
DB00962,DB00765,31
DB00497,DB00849,48
DB01297,DB00598,29
DB00370,DB00508,15
DB06441,DB00374,52
DB00639,DB09216,48
DB00218,DB00862,19
DB01159,DB01588,48
DB11915,DB08820,72
DB08864,DB08865,72
DB00738,DB00199,19
DB00645,DB00768,48
DB06207,DB00345,72
DB00617,DB00482,46
DB01353,DB01463,48
DB00639,DB00401,48
DB01595,DB00270,46
DB00564,DB00446,3
DB00370,DB01029,46
DB00218,DB00014,19
DB00683,DB00297,48
DB01626,DB01064,48
DB01200,DB01601,46
DB01587,DB04953,48
DB00924,DB01501,48
DB00586,DB01029,46
DB00564,DB00300,46
DB00297,DB00446,46
DB00477,DB00748,48
DB00426,DB08865,46
DB01353,DB01501,48
DB00896,DB08804,73
DB01222,DB01021,82
DB00471,DB00270,46
DB01211,DB00283,46
DB00652,DB01466,48
DB00924,DB00486,15
DB00617,DB08873,46
DB00569,DB04573,11
DB00770,DB00235,52
DB00586,DB00654,69
DB01589,DB09167,46
DB00683,DB00494,48
DB00908,DB01157,72
DB00829,DB01159,48
DB00708,DB06594,48
DB01588,DB01601,46
DB00477,DB00829,48
DB00972,DB01211,46
DB00370,DB00962,15
DB01057,DB00598,53
DB08864,DB00736,74
DB00564,DB00196,72
DB06589,DB11363,72
DB00977,DB00196,46
DB00652,DB00683,48
DB00712,DB01009,48
DB00195,DB06207,29
DB00564,DB01058,74
DB00670,DB01338,48
DB00939,DB01283,48
DB01223,DB01588,69
DB00483,DB01295,53
DB01295,DB01399,36
DB00445,DB00712,71
DB01626,DB00270,59
DB01182,DB00556,19
DB01002,DB01211,72
DB01054,DB00765,59
DB00219,DB00483,48
DB00264,DB04938,72
DB00136,DB00283,46
DB08860,DB06742,72
DB00862,DB08873,72
DB00799,DB00482,46
DB00283,DB04908,48
DB00962,DB01501,48
DB00645,DB00557,15
DB00652,DB01463,48
DB00652,DB00748,48
DB00477,DB08873,46
DB00924,DB00748,48
DB00598,DB01019,48
DB01174,DB00957,69
DB00196,DB00900,66
DB00270,DB00908,74
DB06589,DB00104,19
DB01392,DB01595,69
DB01174,DB08903,74
DB00908,DB08816,46
DB09232,DB00486,48
DB09068,DB00953,48
DB00199,DB00014,19
DB08865,DB00220,72
DB00482,DB00768,48
DB01029,DB08816,46
DB06212,DB13879,72
DB00475,DB00683,48
DB00297,DB00427,48
DB00748,DB00412,46
DB00738,DB00270,48
DB00991,DB08816,46
DB00370,DB00854,15
DB04930,DB00283,46
DB00738,DB06699,19
DB13179,DB01211,46
DB00347,DB00283,46
DB00683,DB00212,72
DB00497,DB04953,48
DB00972,DB01106,15
DB00308,DB00014,19
DB01587,DB01588,48
DB01223,DB00683,69
DB00768,DB00917,69
DB01392,DB00231,69
DB00635,DB04576,48
DB00273,DB00748,48
DB09153,DB06212,48
DB00670,DB00908,48
DB00455,DB01029,46
DB00283,DB01106,48
DB00397,DB06152,48
DB03793,DB00401,48
DB00362,DB08992,48
DB01253,DB00477,48
DB08903,DB00738,19
DB00564,DB00738,3
DB00633,DB01295,24
DB00397,DB01021,82
DB08970,DB00977,72
DB00370,DB00748,15
DB00483,DB00195,53
DB00270,DB04908,48
DB04572,DB00220,46
DB00701,DB00482,46
DB00738,DB06663,19
DB00195,DB01019,48
DB00459,DB00977,69
DB09053,DB06774,72
DB00896,DB00483,48
DB01588,DB01501,48
DB00370,DB00412,46
DB00972,DB01283,48
DB00401,DB00199,46
DB06207,DB01253,72
DB00483,DB01177,39
DB06690,DB00427,48
DB00556,DB01059,19
DB06772,DB01211,72
DB00933,DB00283,46
DB00701,DB00283,46
DB00564,DB00736,3
DB01601,DB04953,19
DB01563,DB06144,48
DB08822,DB01283,48
DB08873,DB04876,74
DB00374,DB00401,59
DB00683,DB08820,72
DB00972,DB00273,15
DB00908,DB01174,79
DB01064,DB01223,74
DB00849,DB00270,59
DB00862,DB00195,9
DB06589,DB00283,46
DB01587,DB00273,48
DB01353,DB00494,48
DB01200,DB00212,72
DB00455,DB00494,48
DB08860,DB09102,72
DB01628,DB01222,48
DB00991,DB09167,46
DB00652,DB00508,48
DB04575,DB00482,80
DB00933,DB04953,48
DB01595,DB01227,48
DB09053,DB00477,46
DB00508,DB01437,48
DB06603,DB00557,19
DB06287,DB00270,46
DB01437,DB08910,48
DB00598,DB08865,53
DB00477,DB00300,46
DB06589,DB06663,19
DB08864,DB00220,72
DB01626,DB00497,48
DB00568,DB06603,72
DB00849,DB01463,48
DB00370,DB00492,72
DB00264,DB01392,72
DB00972,DB08910,15
DB00908,DB01059,19
DB01588,DB01615,48
DB00412,DB09167,46
DB00738,DB00370,19
DB00768,DB01222,48
DB01399,DB00770,69
DB00939,DB01628,48
DB09220,DB00486,59
DB01253,DB00199,72
DB00826,DB08992,48
DB00483,DB00854,48
DB00602,DB01601,46
DB08864,DB01011,72
DB01615,DB01299,72
DB01159,DB01353,48
DB01206,DB09167,46
DB01227,DB01168,48
DB00564,DB00339,3
DB00768,DB09216,48
DB01628,DB08873,46
DB00556,DB00374,19
DB08981,DB09216,48
DB01009,DB00635,48
DB00475,DB06603,72
DB00508,DB01615,48
DB09143,DB00220,72
DB00297,DB09167,46
DB00683,DB00220,72
DB01399,DB01021,69
DB08822,DB00586,48
DB00474,DB00962,48
DB06144,DB06594,48
DB00586,DB00880,69
DB00104,DB00708,53
DB00750,DB01002,48
DB04576,DB00511,57
DB06603,DB00283,46
DB00412,DB09283,5
DB04908,DB00557,15
DB00849,DB00304,69
DB00849,DB01466,48
DB01589,DB00933,48
DB00854,DB00880,48
DB09078,DB00374,19
DB08873,DB00701,74
DB00195,DB00300,46
DB00196,DB00497,48
DB08864,DB00829,72
DB00231,DB04953,48
DB00586,DB08865,46
DB00617,DB00283,46
DB09570,DB00196,46
DB01058,DB00273,46
DB00370,DB00652,15
DB00677,DB03128,48
DB01399,DB00035,48
DB00195,DB01029,48
DB00264,DB00627,72
DB00924,DB01587,48
DB00701,DB00412,46
DB09216,DB01059,26
DB00908,DB03793,72
DB00683,DB00455,48
DB00220,DB00331,69
DB00497,DB09167,46
DB00880,DB04876,69
DB00231,DB00748,48
DB01227,DB09068,48
DB00415,DB01177,74
DB00645,DB06594,48
DB00264,DB00991,36
DB09053,DB00195,46
DB06207,DB00701,72
DB00972,DB00195,46
DB01283,DB00770,69
DB00953,DB01463,48
DB09232,DB00195,48
DB00957,DB00412,69
DB09396,DB00270,46
DB00308,DB00370,19
DB00972,DB00736,46
DB00670,DB09272,38
DB01200,DB08820,72
DB01295,DB06207,29
DB00972,DB08981,48
DB00556,DB00370,19
DB01165,DB00556,19
DB00862,DB00270,9
DB00377,DB00496,46
DB00435,DB00401,48
DB00523,DB00977,69
DB11915,DB00482,46
DB00564,DB00617,3
DB08816,DB00235,5
DB00486,DB00816,84
DB01021,DB09220,59
DB00701,DB01223,74
DB01177,DB00511,57
DB06145,DB01211,46
DB00972,DB00564,15
DB06772,DB01168,48
DB01174,DB01106,48
DB00750,DB00748,48
DB00633,DB01501,48
DB08867,DB00304,69
DB08970,DB00136,69
DB00297,DB00273,48
DB01606,DB00445,74
DB01399,DB00880,69
DB01157,DB00270,48
DB08864,DB01206,72
DB09053,DB01200,72
DB00569,DB06802,5
DB00374,DB01021,59
DB00826,DB00381,48
DB00195,DB00991,36
DB01054,DB00435,48
DB01218,DB00199,72
DB09570,DB00220,46
DB01466,DB00270,46
DB00273,DB00557,15
DB01601,DB01283,3
DB01057,DB00670,69
DB00497,DB00765,31
DB00816,DB06152,48
DB00854,DB09068,48
DB00231,DB01106,48
DB01223,DB04576,46
DB01589,DB01437,48
DB01211,DB01059,19
DB00497,DB06144,48
DB01595,DB00455,48
DB01182,DB01001,19
DB01222,DB00483,48
DB01626,DB00401,59
DB09068,DB01211,46
DB01626,DB00397,48
DB01227,DB00035,48
DB00219,DB01338,48
DB08970,DB00621,73
DB08864,DB00370,72
DB04908,DB00196,72
DB00523,DB00603,69
DB00708,DB00750,48
DB00270,DB01211,46
DB01253,DB00195,18
DB01466,DB06603,72
DB01021,DB00219,72
DB00492,DB08981,48
DB09068,DB00908,72
DB00471,DB08820,72
DB00683,DB00196,46
DB00750,DB06144,48
DB00195,DB06802,36
DB01174,DB00231,3
DB06772,DB01165,48
DB01174,DB00374,74
DB00370,DB01106,15
DB00308,DB08864,19
DB00962,DB01589,48
DB06707,DB00195,24
DB00556,DB00862,19
DB00497,DB00297,48
DB08970,DB00880,82
DB09570,DB00283,46
DB00738,DB00300,46
DB06772,DB01206,48
DB00854,DB01626,48
DB01159,DB00486,15
DB00486,DB00381,48
DB00627,DB08860,48
DB00297,DB09068,48
DB00497,DB09068,48
DB00598,DB08981,36
DB06145,DB08873,46
DB00586,DB01009,48
DB00474,DB00497,48
DB00568,DB00264,46
DB03128,DB00195,46
DB00829,DB00427,48
DB00374,DB00196,46
DB00953,DB09167,46
DB00564,DB06144,3
DB00475,DB00220,46
DB01437,DB00283,48
DB00635,DB09220,48
DB01222,DB08865,72
DB09078,DB00283,46
DB04938,DB01029,46
DB00670,DB00497,48
DB00602,DB00199,46
DB00849,DB00765,31
DB00496,DB09272,38
DB00347,DB00482,46
DB00427,DB00557,15
DB09396,DB00199,46
DB01587,DB00199,46
DB01222,DB04576,48
DB00822,DB00270,46
DB01297,DB06207,29
DB01588,DB04908,48
DB00708,DB01297,53
DB00962,DB00849,48
DB00219,DB00497,48
DB08820,DB00220,72
DB00482,DB01182,72
DB00492,DB06212,67
DB00474,DB00631,59
DB00829,DB00196,46
DB06802,DB01009,48
DB01597,DB01211,69
DB06696,DB00482,71
DB00264,DB00482,72
DB00991,DB01059,26
DB00683,DB01002,48
DB09570,DB00511,57
DB00750,DB01437,48
DB00708,DB08910,48
DB00924,DB01463,48
DB00633,DB08865,53
DB00977,DB00412,69
DB01626,DB09220,59
DB01297,DB09216,36
DB06589,DB00220,72
DB01228,DB01601,46
DB00014,DB00370,19
DB00339,DB01211,46
DB01200,DB04876,72
DB01174,DB06210,3
DB00264,DB01601,72
DB06696,DB01628,71
DB01174,DB00270,3
DB13231,DB09232,69
DB00556,DB06699,19
DB00617,DB09167,46
DB00829,DB00494,48
DB00854,DB01466,48
DB00474,DB00304,69
DB01057,DB01297,53
DB00231,DB01029,46
DB01399,DB01047,48
DB01227,DB00765,31
DB00908,DB06699,19
DB08860,DB00220,72
DB01253,DB00701,72
DB00273,DB00765,31
DB00939,DB00917,69
DB06144,DB00494,48
DB00401,DB00633,48
DB00782,DB01466,48
DB00477,DB00196,19
DB01002,DB00264,48
DB00370,DB08820,72
DB00924,DB00496,46
DB01029,DB00492,48
DB09053,DB00770,48
DB01174,DB00199,3
DB08970,DB09220,48
DB09167,DB09220,59
DB00736,DB01601,46
DB00908,DB00556,19
DB06144,DB00908,46
DB01338,DB06696,39
DB01466,DB01106,48
DB00377,DB00195,46
DB11362,DB00199,46
DB06207,DB00401,72
DB05351,DB00736,46
DB01009,DB01047,48
DB00683,DB00849,48
DB01588,DB08820,72
DB00564,DB00475,3
DB00374,DB01399,48
DB00991,DB01628,48
DB00270,DB00401,48
DB01021,DB00908,72
DB00635,DB08804,73
DB00477,DB00908,46
DB00564,DB00136,3
DB08970,DB01057,48
DB00496,DB08865,46
DB00849,DB04953,48
DB09285,DB01009,48
DB00482,DB01009,48
DB06603,DB00862,19
DB00586,DB00035,48
DB00683,DB00962,48
DB00231,DB01227,48
DB09570,DB00908,46
DB00474,DB00598,59
DB00412,DB08804,8
DB00768,DB01501,48
DB06696,DB01283,71
DB00483,DB01297,53
DB01601,DB00603,74
DB00598,DB09232,59
DB00652,DB00494,48
DB01563,DB00486,15
DB00972,DB00297,15
DB01587,DB00455,48
DB00459,DB00304,69
DB00654,DB09220,59
DB01047,DB00220,72
DB00496,DB01338,48
DB04908,DB08820,72
DB00370,DB01211,46
DB01174,DB05351,3
DB00315,DB01253,48
DB00179,DB01077,48
DB09216,DB09138,48
DB00297,DB00482,46
DB00556,DB00218,19
DB09068,DB06603,72
DB01628,DB01029,46
DB00633,DB00598,24
DB01222,DB00283,72
DB00924,DB06594,48
DB00264,DB00401,48
DB01021,DB00412,69
DB01021,DB01029,59
DB01211,DB04953,19
DB00477,DB06699,19
DB01283,DB01029,46
DB08873,DB09570,74
DB00370,DB00397,48
DB06772,DB00643,48
DB00475,DB09068,48
DB01587,DB01601,46
DB00829,DB01601,46
DB00435,DB00270,48
DB00849,DB00977,69
DB01601,DB06287,48
DB08864,DB01200,72
DB00497,DB00854,48
DB00492,DB09276,48
DB01559,DB00736,46
DB01021,DB00483,72
DB09232,DB00199,46
DB00652,DB06144,48
DB01174,DB01601,74
DB01253,DB09570,72
DB00896,DB01211,72
DB06696,DB01399,71
DB08864,DB01227,74
DB09078,DB00477,19
DB01626,DB01029,59
DB06690,DB01563,48
DB13231,DB00270,69
DB00924,DB01168,48
DB00586,DB00300,48
DB01159,DB00427,48
DB00195,DB00283,46
DB01353,DB00395,48
DB01283,DB00736,46
DB00862,DB00765,9
DB00991,DB01077,48
DB08970,DB04576,48
DB00768,DB08865,46
DB00370,DB00972,15
DB01589,DB04908,48
DB01002,DB00196,46
DB06212,DB00829,72
DB00264,DB00765,59
DB00635,DB00199,46
DB01253,DB00212,72
DB08865,DB06663,19
DB00283,DB01626,1
DB06772,DB00305,48
DB00195,DB00496,46
DB00586,DB01222,48
DB00933,DB06603,72
DB06589,DB08864,72
DB06603,DB01211,72
DB01174,DB00196,46
DB01218,DB00908,46
DB08860,DB00829,72
DB00564,DB09068,74
DB04953,DB00765,31
DB00782,DB01116,48
DB01283,DB00917,69
DB00782,DB00483,48
DB06802,DB01399,48
DB00283,DB04953,48
DB00370,DB00677,72
DB00370,DB01463,15
DB00962,DB01463,48
DB08970,DB08873,72
DB00569,DB08981,5
DB09167,DB00492,72
DB00264,DB00179,36
DB01626,DB00370,48
DB01589,DB08865,46
DB00924,DB00482,46
DB00564,DB00412,3
DB00826,DB09232,48
DB01194,DB08873,72
DB00564,DB00212,3
DB00370,DB01174,15
DB00308,DB01182,81
DB01595,DB00494,48
DB06589,DB06772,72
DB09138,DB00445,23
DB00374,DB00179,48
DB01174,DB00822,3
DB00475,DB06690,48
DB00212,DB00880,59
DB09078,DB06210,72
DB00179,DB01283,48
DB00264,DB00708,53
DB06145,DB00199,46
DB00768,DB08820,72
DB01200,DB00195,24
DB00370,DB00196,46
DB09053,DB01206,72
DB01297,DB06802,36
DB06772,DB09053,48
DB00670,DB01116,48
DB00652,DB01501,48
DB01601,DB01211,19
DB06210,DB00300,46
DB01626,DB00381,59
DB01200,DB00264,24
DB00933,DB01587,48
DB06589,DB00972,72
DB00849,DB01200,59
DB06707,DB00370,36
DB00564,DB00643,74
DB00880,DB00564,48
DB01159,DB06603,72
DB01227,DB01588,48
DB00486,DB01029,48
DB00862,DB00212,9
DB01606,DB01172,74
DB01159,DB08816,46
DB00219,DB09272,38
DB00826,DB01054,48
DB00564,DB04572,3
DB06212,DB01054,72
DB00829,DB01437,48
DB00854,DB00395,48
DB01116,DB00273,48
DB09396,DB08865,46
DB00768,DB00035,48
DB00297,DB01587,48
DB00849,DB09216,3
DB06772,DB11363,48
DB06144,DB00768,48
DB01227,DB06144,48
DB00972,DB04953,15
DB00910,DB01211,72
DB00631,DB00270,48
DB06663,DB13925,69
DB09570,DB08820,72
DB00305,DB00511,57
DB01218,DB00412,46
DB08981,DB01047,48
DB09570,DB01589,72
DB00195,DB01283,36
DB00564,DB00652,48
DB01218,DB01601,72
DB00677,DB09300,69
DB09220,DB00598,59
DB00377,DB00220,46
DB00635,DB01021,82
DB00829,DB00508,48
DB00564,DB00977,69
DB00880,DB00765,59
DB06772,DB01073,48
DB01392,DB08820,72
DB08970,DB03793,69
DB08822,DB00991,48
DB00862,DB06207,59
DB00677,DB00195,53
DB01002,DB00283,46
DB00972,DB09216,48
DB00645,DB01106,48
DB00765,DB01392,36
DB00475,DB00395,48
DB01588,DB08873,46
DB00962,DB01587,48
DB00381,DB00196,72
DB00370,DB00849,15
DB00508,DB01106,48
DB00477,DB04908,48
DB06589,DB01182,72
DB01174,DB04572,3
DB08860,DB00401,72
DB00712,DB00939,48
DB00474,DB00750,48
DB00712,DB08970,48
DB01200,DB01295,24
DB01399,DB00917,69
DB00508,DB01002,48
DB00908,DB00862,19
DB08864,DB01211,72
DB09102,DB01601,72
DB08873,DB00497,48
DB01227,DB06212,48
DB00492,DB01392,36
DB00212,DB00264,59
DB00218,DB00104,19
DB01595,DB00220,46
DB00401,DB00220,72
DB00750,DB00486,15
DB01157,DB00568,48
DB00264,DB06802,36
DB00308,DB00218,19
DB00179,DB04576,26
DB00483,DB09300,48
DB04572,DB08865,46
DB01628,DB01601,46
DB00308,DB06663,19
DB00782,DB00708,48
DB00635,DB00270,46
DB09053,DB00908,72
DB00924,DB09220,59
DB00652,DB00035,48
DB00179,DB01047,48
DB00264,DB00270,48
DB00426,DB00199,46
DB00370,DB00035,48
DB00738,DB08992,48
DB01353,DB00486,15
DB06772,DB09570,48
DB01463,DB08910,48
DB01353,DB00765,31
DB00962,DB00273,48
DB01253,DB08820,72
DB00586,DB01589,72
DB01200,DB00708,48
DB01174,DB00264,59
DB00748,DB00768,48
DB00635,DB00220,72
DB00598,DB00765,59
DB01626,DB00374,59
DB01601,DB00218,19
DB00564,DB00829,3
DB00218,DB00511,57
DB01463,DB01588,48
DB11362,DB01392,36
DB00701,DB00220,46
DB00370,DB00497,15
DB00477,DB01002,48
DB01253,DB01601,46
DB01253,DB01297,18
DB06603,DB04953,19
DB01227,DB01106,48
DB06603,DB01601,72
DB00231,DB00736,46
DB00231,DB09167,46
DB00508,DB00768,48
DB00738,DB00196,46
DB01595,DB00508,48
DB01174,DB00636,3
DB06663,DB00412,69
DB00231,DB00683,48
DB01222,DB04573,72
DB00483,DB00273,48
DB01194,DB00199,46
DB01587,DB09068,48
DB00652,DB00765,31
DB00712,DB00770,69
DB00496,DB00270,46
DB00991,DB01283,48
DB00933,DB00598,59
DB00643,DB08873,46
DB06742,DB08865,46
DB00564,DB00381,3
DB00199,DB00196,19
DB00829,DB01501,48
DB04572,DB08873,46
DB01159,DB01601,46
DB06707,DB01295,24
DB00483,DB00445,39
DB00748,DB01501,48
DB08970,DB08804,73
DB00738,DB00195,46
DB06589,DB01054,72
DB01297,DB00939,36
DB06144,DB08910,48
DB00483,DB01172,39
DB01077,DB01172,23
DB00683,DB01227,48
DB05351,DB08865,46
DB00708,DB00962,48
DB08860,DB01206,72
DB00939,DB00635,48
DB01168,DB06144,48
DB00564,DB08865,74
DB00401,DB00765,59
DB00829,DB00270,46
DB06589,DB09167,46
DB00953,DB00508,48
DB01174,DB00426,3
DB08860,DB06792,74
DB00849,DB08865,46
DB01177,DB00477,46
DB00768,DB01009,48
DB00972,DB00283,15
DB00401,DB01601,46
DB01174,DB00748,3
DB00568,DB08860,48
DB00482,DB09138,48
DB01466,DB04572,46
DB01174,DB00494,48
DB03793,DB08992,48
DB00475,DB09167,46
DB00218,DB04953,19
DB00445,DB00511,57
DB01223,DB00283,46
DB00635,DB00412,69
DB08864,DB00635,72
DB01159,DB00199,46
DB00972,DB01595,15
DB00652,DB09272,38
DB06696,DB00179,71
DB06207,DB00305,72
DB02513,DB00381,48
DB00748,DB00736,46
DB08865,DB00014,19
DB00401,DB00196,72
DB00273,DB00486,15
DB04572,DB00511,57
DB06589,DB00305,72
DB00924,DB00273,48
DB00492,DB00977,74
DB01297,DB01019,48
DB01211,DB00196,46
DB00220,DB00497,48
DB00477,DB01227,48
DB01295,DB06802,36
DB00586,DB00482,48
DB00477,DB00014,19
DB00750,DB01501,48
DB06243,DB00511,57
DB00849,DB06144,48
DB00556,DB08864,19
DB00483,DB01338,48
DB06207,DB00602,72
DB06690,DB08910,48
DB00708,DB00854,48
DB00565,DB01627,20
DB05351,DB09138,69
DB01587,DB08910,48
DB00972,DB00475,15
DB00639,DB00381,48
DB01227,DB08873,46
DB01058,DB00283,46
DB09232,DB00631,48
DB01009,DB00917,69
DB00212,DB00765,59
DB01628,DB00496,46
DB00880,DB00273,82
DB06212,DB01628,72
DB09143,DB08865,72
DB00598,DB01601,46
DB00179,DB00939,48
DB08981,DB00770,69
DB01466,DB00557,15
DB00445,DB09216,71
DB00645,DB00486,15
DB00896,DB00136,69
DB00969,DB08816,46
DB06603,DB08820,72
DB00598,DB00496,46
DB01177,DB00768,71
DB08903,DB00196,19
DB09167,DB00723,83
DB00933,DB00477,46
DB01174,DB01047,74
DB00482,DB00035,48
DB06594,DB04908,48
DB00362,DB00381,48
DB00829,DB00482,46
DB00586,DB08820,72
DB00972,DB01589,15
DB00474,DB01615,48
DB01218,DB00482,46
DB01106,DB00765,31
DB04938,DB00199,46
DB00455,DB00557,15
DB01159,DB09068,48
DB00645,DB04953,48
DB00654,DB01021,59
DB08970,DB01021,82
DB03128,DB00283,46
DB00218,DB08864,19
DB00924,DB00300,46
DB01353,DB01466,48
DB01211,DB01001,19
DB00939,DB09138,48
DB13231,DB00910,48
DB00636,DB08820,72
DB01168,DB01064,48
DB00896,DB04576,48
DB00750,DB00557,15
DB00829,DB00849,48
DB00991,DB00917,69
DB00374,DB01392,36
DB00939,DB01047,48
DB00708,DB00035,48
DB00849,DB08822,59
DB06594,DB01501,48
DB00297,DB00401,48
DB00631,DB00486,48
DB00308,DB00270,19
DB00195,DB01021,59
DB00477,DB00854,48
DB08865,DB01059,19
DB09283,DB08887,52
DB09102,DB08820,72
DB06802,DB09216,48
DB00564,DB01253,3
DB06207,DB00508,72
